YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,UNIQUE_CARRIER,TAIL_NUM,FL_NUM,ORIGIN,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,DEP_DEL15,ARR_DEL15,CANCELLED,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,DISTANCE
2017,1,3,8,3,RU,VQBFE,RU119A,SVO,PVG,850,830,-20,1730,1745,15,0,0,0,0,520,555,3987
2017,1,3,15,3,RU,VQBRJ,RU119A,SVO,PVG,920,839,-41,1800,1801,1,0,0,0,0,520,562,3987
2017,4,10,23,1,RU,VPBIG,RU120 ,PVG,SVO,2145,2130,-15,710,650,-20,0,0,0,0,565,560,4332
2017,4,11,27,1,RU,VPBIG,RU120 ,PVG,SVO,1900,1900,0,450,445,-5,0,0,0,0,590,585,4523
2017,4,12,18,1,RU,VPBIG,RU120 ,PVG,SVO,1900,1900,0,450,452,2,0,0,0,0,590,592,4523
2017,1,3,13,1,RU,VPBIK,RU120 ,PVG,SVO,2200,112,192,745,1045,180,1,1,0,0,585,573,4485
2018,2,4,23,1,RU,VPBIK,RU120 ,PVG,SVO,2145,2140,-5,725,655,-30,0,0,0,0,580,555,4447
2017,1,1,30,1,RU,VPBIM,RU120 ,PVG,SVO,2200,2049,-71,745,614,-91,0,0,0,0,585,565,4485
2017,3,8,1,2,RU,VPBIM,RU120 ,PVG,SVO,2155,2038,-77,720,613,-67,0,0,0,0,565,575,4332
2018,2,4,30,1,RU,VPBIM,RU120 ,PVG,SVO,2145,2128,-17,725,658,-27,0,0,0,0,580,570,4447
2019,1,3,4,1,RU,VPBIM,RU120 ,PVG,SVO,1900,1850,-10,505,440,-25,0,0,0,0,605,590,4638
2017,1,1,16,1,RU,VQBUU,RU120 ,PVG,SVO,2200,2045,-75,745,715,-30,0,0,0,0,585,630,4485
2018,2,4,10,2,RU,VQBUU,RU120 ,PVG,SVO,1905,1906,1,445,517,32,0,1,0,0,580,611,4447
2017,1,1,23,1,RU,VQBWW,RU120 ,PVG,SVO,2200,2109,-51,745,707,-38,0,0,0,0,585,598,4485
2017,1,2,27,1,RU,VQBWW,RU120 ,PVG,SVO,2200,518,438,745,1536,471,1,1,0,0,585,618,4485
2017,1,3,6,1,RU,VQBWW,RU120 ,PVG,SVO,2200,2230,30,745,815,30,1,1,0,0,585,585,4485
2017,2,4,3,1,RU,VQBHE,RU120 ,PVG,SVO,2145,2105,-40,710,625,-45,0,0,0,0,565,560,4332
2017,2,4,10,1,RU,VQBHE,RU120 ,PVG,SVO,2145,2103,-42,710,652,-18,0,0,0,0,565,589,4332
2017,4,10,30,1,RU,VQBHE,RU120 ,PVG,SVO,1900,1841,-19,450,434,-16,0,0,0,0,590,593,4523
2017,4,11,13,1,RU,VQBHE,RU120 ,PVG,SVO,1900,1901,1,450,519,29,0,1,0,0,590,618,4523
2017,4,11,20,1,RU,VQBHE,RU120 ,PVG,SVO,1900,1904,4,450,514,24,0,1,0,0,590,610,4523
2017,1,1,9,1,RU,VQBIA,RU120 ,PVG,SVO,2200,2102,-58,745,645,-60,0,0,0,0,585,583,4485
2017,4,10,2,1,RU,VQBIA,RU120 ,PVG,SVO,2145,156,251,710,1137,267,1,1,0,0,565,581,4332
2017,4,12,11,1,RU,VPBBL,RU120 ,PVG,SVO,1900,1904,4,450,432,-18,0,0,0,0,590,568,4523
2018,2,4,2,1,RU,VPBBL,RU120 ,PVG,SVO,2145,2123,-22,725,717,-8,0,0,0,0,580,594,4447
2018,2,6,18,1,RU,VPBBL,RU120 ,PVG,SVO,2145,2136,-9,725,646,-39,0,0,0,0,580,550,4447
2018,3,8,20,1,RU,VPBBL,RU120 ,PVG,SVO,2145,2133,-12,725,703,-22,0,0,0,0,580,570,4447
2018,4,10,29,1,RU,VPBBL,RU120 ,PVG,SVO,1900,52,352,505,1052,347,1,1,0,0,605,600,4638
2019,1,3,18,1,RU,VPBBL,RU120 ,PVG,SVO,1900,10,310,505,1020,315,1,1,0,0,605,610,4638
2017,4,10,16,1,RU,VPBBP,RU120 ,PVG,SVO,2145,2130,-15,710,713,3,0,0,0,0,565,583,4332
2018,1,1,8,1,RU,VQBFE,RU120 ,PVG,SVO,1900,1933,33,450,517,27,1,1,0,0,590,584,4523
2018,4,11,26,1,RU,VQBFE,RU120 ,PVG,SVO,1900,1915,15,505,530,25,0,1,0,0,605,615,4638
2019,1,2,18,1,RU,VQBFE,RU120 ,PVG,SVO,1900,1900,0,505,419,-46,0,0,0,0,605,559,4638
2017,4,11,6,1,RU,VQBFU,RU120 ,PVG,SVO,1900,1908,8,450,458,8,0,0,0,0,590,590,4523
2018,2,4,17,2,RU,VQBFU,RU120 ,PVG,SVO,2155,815,620,735,1758,623,1,1,0,0,580,583,4447
2018,2,5,28,1,RU,VQBFU,RU120 ,PVG,SVO,2145,2135,-10,725,645,-40,0,0,0,0,580,550,4447
2018,3,9,18,2,RU,VQBFU,RU120 ,PVG,SVO,2115,332,377,655,1329,394,1,1,0,0,580,597,4447
2017,4,10,10,2,RU,VQBGZ,RU120 ,PVG,SVO,2100,2120,20,625,710,45,1,1,0,0,565,590,4332
2018,1,3,28,3,RU,VQBGZ,RU120 ,PVG,SVO,1900,1858,-2,440,503,23,0,1,0,0,580,605,4447
2017,1,2,13,1,RU,VQBLQ,RU120 ,PVG,SVO,2100,2055,-5,645,620,-25,0,0,0,0,585,565,4485
2018,3,7,9,1,RU,VQBLQ,RU120 ,PVG,SVO,2145,2100,-45,725,622,-63,0,0,0,0,580,562,4447
2017,4,12,4,1,RU,VQBLR,RU120 ,PVG,SVO,1900,1932,32,450,553,63,1,1,0,0,590,621,4523
2019,1,3,11,1,RU,VQBLR,RU120 ,PVG,SVO,2120,2115,-5,725,715,-10,0,0,0,0,605,600,4638
2017,1,1,3,2,RU,VQBRJ,RU120 ,PVG,SVO,2100,2102,2,645,704,19,0,1,0,0,585,602,4485
2017,1,3,20,1,RU,VQBRJ,RU120 ,PVG,SVO,2200,2156,-4,745,731,-14,0,0,0,0,585,575,4485
2017,1,3,27,1,RU,VQBRJ,RU120 ,PVG,SVO,2145,2121,-24,710,726,16,0,1,0,0,565,605,4332
2017,3,9,26,2,RU,VQBVR,RU120 ,PVG,SVO,2100,2000,-60,625,512,-73,0,0,0,0,565,552,4332
2018,1,1,1,1,RU,VQBVR,RU120 ,PVG,SVO,1900,1850,-10,450,424,-26,0,0,0,0,590,574,4523
2017,1,3,8,3,RU,VQBFE,RU120A,PVG,SVO,2030,2017,-13,615,517,-58,0,0,0,0,585,540,4485
2017,1,3,15,3,RU,VQBRJ,RU120A,PVG,SVO,2100,2025,-35,645,550,-55,0,0,0,0,585,565,4485
2017,3,8,21,1,RU,VQBWW,RU1241 ,AMS,FRA,1650,1647,-3,1820,1820,0,0,0,0,0,90,93,690
2017,1,1,9,1,RU,VPBIG,RU124R,AMS,SVO,1255,1527,152,1610,1901,171,1,1,0,0,195,214,1495
2017,1,1,23,1,RU,VPBIG,RU124R,AMS,SVO,1915,1852,-23,2230,2209,-21,0,0,0,0,195,197,1495
2017,2,6,5,1,RU,VQBRJ,RU124R,AMS,SVO,1530,746,976,1850,1120,990,1,1,0,0,200,214,1533
2018,4,10,1,1,RU,VPBIK,RU125 ,SVO,AMS,125,135,10,515,543,28,0,1,0,0,230,248,1763
2018,3,9,17,1,RU,VPBIM,RU125 ,SVO,AMS,1000,1302,182,1350,1659,189,1,1,0,0,230,237,1763
2018,3,9,24,1,RU,VQBUU,RU125 ,SVO,AMS,930,926,-4,1320,1247,-33,0,0,0,0,230,201,1763
2018,1,1,29,1,RU,VPBBL,RU125 ,SVO,AMS,1450,1442,-8,1830,1907,37,0,1,0,0,220,265,1687
2018,3,7,2,1,RU,VPBBY,RU125 ,SVO,AMS,210,210,0,600,530,-30,0,0,0,0,230,200,1763
2018,3,7,9,1,RU,VQBFU,RU125 ,SVO,AMS,1225,1326,61,1615,1646,31,1,1,0,0,230,200,1763
2018,3,8,6,1,RU,VQBFU,RU125 ,SVO,AMS,130,735,1805,520,1111,1791,1,1,0,0,230,216,1763
2018,3,8,20,1,RU,VQBLR,RU125 ,SVO,AMS,130,131,1,520,521,1,0,0,0,0,230,230,1763
2017,2,6,12,1,RU,VQBRH,RU125 ,SVO,AMS,1010,950,-20,1345,1329,-16,0,0,0,0,215,219,1648
2018,2,6,25,1,RU,VQBRJ,RU125 ,SVO,AMS,345,205,-100,735,545,-110,0,0,0,0,230,220,1763
2018,1,1,15,1,RU,VPBIG,RU126 ,AMS,SVO,1940,2010,30,2300,2308,8,1,0,0,0,200,178,1533
2018,4,10,29,1,RU,VPBIG,RU126 ,AMS,SVO,1940,1920,-20,2300,2220,-40,0,0,0,0,200,180,1533
2018,1,1,29,1,RU,VPBIK,RU126 ,AMS,SVO,1940,2010,30,2300,2332,32,1,1,0,0,200,202,1533
2018,3,7,30,1,RU,VPBIK,RU126 ,AMS,SVO,1940,1920,-20,2315,2238,-37,0,0,0,0,215,198,1648
2018,4,11,19,1,RU,VPBIK,RU126 ,AMS,SVO,1940,940,840,2300,1316,856,1,1,0,0,200,216,1533
2018,4,12,3,1,RU,VPBIK,RU126 ,AMS,SVO,1945,1310,1045,2305,1642,1057,1,1,0,0,200,212,1533
2019,1,3,25,1,RU,VPBIK,RU126 ,AMS,SVO,2000,2000,0,2320,2332,12,0,0,0,0,200,212,1533
2018,2,4,23,1,RU,VPBIM,RU126 ,AMS,SVO,1940,1930,-10,2310,2245,-25,0,0,0,0,210,195,1610
2018,4,12,10,1,RU,VPBIM,RU126 ,AMS,SVO,1940,1947,7,2300,2303,3,0,0,0,0,200,196,1533
2017,3,8,28,1,RU,VQBWW,RU126 ,AMS,SVO,1940,451,551,2300,804,544,1,1,0,0,200,193,1533
2018,1,3,12,1,RU,VQBWW,RU126 ,AMS,SVO,2020,2053,33,2340,13,33,1,1,0,0,200,200,1533
2018,2,4,30,1,RU,VQBWW,RU126 ,AMS,SVO,1940,1944,4,2310,2250,-20,0,0,0,0,210,186,1610
2019,1,2,12,2,RU,VQBWW,RU126 ,AMS,SVO,1755,1810,15,2115,2145,30,0,1,0,0,200,215,1533
2019,1,3,4,1,RU,VQBWW,RU126 ,AMS,SVO,1920,2030,70,2240,2351,71,1,1,0,0,200,201,1533
