Flight#,TAIL_NUM,ORIGIN,DEST,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,CRS_DEP_TIME,ARR_DEL15
RU282 ,VPBIG,FRA,SVO,10,16,2,1805,1
RU282 ,VPBIG,FRA,SVO,1,1,2,1755,1
RU282 ,VPBIK,FRA,DME,3,26,2,1100,0
RU282 ,VPBIK,FRA,SVO,8,22,2,1815,0
RU282 ,VPBIK,FRA,SVO,9,19,2,1815,0
RU282 ,VPBIK,FRA,SVO,11,28,2,1805,1
RU282 ,VPBIK,FRA,SVO,1,9,2,1805,0
RU282 ,VPBIK,FRA,SVO,5,22,2,1805,1
RU282 ,VPBIK,FRA,SVO,8,14,2,1805,0
RU282 ,VPBIK,FRA,SVO,9,11,2,1805,0
RU282 ,VPBIM,FRA,SVO,1,17,2,1755,1
RU282 ,VPBIM,FRA,SVO,5,2,2,1815,0
RU282 ,VPBIM,FRA,SVO,6,27,2,1815,0
RU282 ,VPBIM,FRA,SVO,10,10,2,1815,0
RU282 ,VPBIM,FRA,SVO,10,24,2,1815,0
RU282 ,VPBIM,FRA,SVO,6,5,2,1805,0
RU282 ,VQBUU,FRA,SVO,5,16,2,1815,0
RU282 ,VQBUU,FRA,SVO,7,11,2,1815,0
RU282 ,VQBUU,FRA,SVO,10,17,2,1815,0
RU282 ,VQBUU,FRA,SVO,11,21,2,1805,0
RU282 ,VQBUU,FRA,SVO,5,8,2,1805,0
RU282 ,VQBWW,FRA,SVO,4,4,2,1815,0
RU282 ,VQBWW,FRA,SVO,11,14,2,1805,0
RU282 ,VQBWW,FRA,SVO,2,20,2,1805,0
RU282 ,VQBWW,FRA,SVO,6,12,2,1805,0
RU282 ,VQBWW,FRA,SVO,6,19,2,1805,0
RU282 ,VQBWW,FRA,SVO,7,3,2,1805,1
RU282 ,VQBWW,FRA,SVO,7,24,2,1805,0
RU282 ,VQBWW,FRA,SVO,1,22,2,1755,1
RU282 ,VQBHE,FRA,SVO,1,24,2,1755,0
RU282 ,VQBHE,FRA,SVO,7,4,2,1815,0
RU282 ,VQBHE,FRA,SVO,9,5,2,1815,0
RU282 ,VQBHE,FRA,SVO,2,6,2,1805,0
RU282 ,VQBHE,FRA,SVO,8,28,2,1805,0
RU282 ,VQBHE,FRA,SVO,9,4,2,1805,0
RU282 ,VQBHE,FRA,SVO,10,2,2,1805,0
RU282 ,VQBHE,FRA,SVO,12,11,2,1755,0
RU282 ,VQBHE,FRA,SVO,1,8,2,1755,0
RU282 ,VQBIA,FRA,SVO,11,7,2,1805,1
RU282 ,VQBIA,FRA,SVO,1,3,3,0345,0
RU282 ,VQBIA,FRA,SVO,1,30,2,1805,0
RU282 ,VQBIA,FRA,SVO,5,29,2,1805,1
RU282 ,VPBBL,FRA,SVO,1,3,2,1755,0
RU282 ,VPBBL,FRA,SVO,4,25,2,1815,0
RU282 ,VPBBL,FRA,SVO,10,9,2,1805,1
RU282 ,VPBBL,FRA,SVO,12,18,2,1755,1
RU282 ,VPBBP,FRA,SVO,5,9,2,1815,0
RU282 ,VPBBP,FRA,SVO,1,16,2,1805,0
RU282 ,VPBBP,FRA,SVO,4,17,2,1805,0
RU282 ,VPBBP,FRA,SVO,4,24,2,1805,0
RU282 ,VPBBP,FRA,SVO,10,30,2,1805,0
RU282 ,VQBFE,FRA,SVO,2,13,2,1805,1
RU282 ,VQBGZ,FRA,SVO,9,26,2,1815,0
RU282 ,VQBGZ,FRA,SVO,10,3,2,1815,0
RU282 ,VQBGZ,FRA,SVO,3,19,2,1100,0
RU282 ,VQBLQ,FRA,SVO,5,1,2,1805,0
RU282 ,VQBLR,FRA,SVO,12,4,2,1925,0
RU282 ,VQBRH,FRA,SVO,10,23,2,1805,0
RU282 ,VQBRJ,FRA,SVO,4,3,2,1805,0
RU282 ,VQBRJ,FRA,SVO,7,10,2,1805,1
RU282 ,VQBRJ,FRA,SVO,7,31,2,1805,1
RU282 ,VQBVR,FRA,SVO,12,19,2,1805,1
RU282 ,VQBVR,FRA,SVO,6,26,2,1805,0
RU282 ,VQBVR,FRA,SVO,2,12,2,1755,0
RU286 ,VQBHE,DME,SVO,12,6,3,1830,1
RU295 ,VPBIG,SVO,LGG,4,3,2,2000,0
RU295 ,VPBIG,SVO,LGG,5,15,2,1220,0
RU295 ,VPBIK,SVO,LGG,4,24,2,1220,1
RU295 ,VPBIK,SVO,LGG,8,21,2,1220,0
RU295 ,VPBIK,SVO,LGG,3,12,2,1250,1
RU295 ,VPBIK,SVO,LGG,3,19,2,1250,1
RU295 ,VPBIM,SVO,LGG,3,26,2,1700,1
RU295 ,VQBUU,SVO,LGG,9,25,2,1220,1
RU295 ,VQBWW,SVO,LGG,7,10,2,1220,0
RU295 ,VQBWW,SVO,LGG,7,17,2,1220,1
RU295 ,VQBWW,SVO,LGG,10,16,2,1220,1
RU295 ,VQBWW,SVO,LGG,10,30,2,1250,1
RU295 ,VQBHE,SVO,FRA,3,28,2,1255,0
RU295 ,VQBHE,SVO,LGG,3,6,2,1250,1
RU295 ,VQBHE,SVO,LGG,5,8,2,1210,0
RU295 ,VQBHE,SVO,LGG,7,3,2,1220,0
RU295 ,VQBHE,SVO,LGG,11,27,2,1250,1
RU295 ,VPBBL,SVO,LGG,2,6,2,1250,1
RU295 ,VPBBL,SVO,LGG,12,11,2,1250,1
RU295 ,VPBBL,SVO,LGG,1,8,2,1250,1
RU295 ,VPBBL,SVO,LGG,3,5,2,1650,0
RU295 ,VPBBP,SVO,LGG,1,2,2,1250,0
RU295 ,VPBBP,SVO,LGG,5,29,2,1655,1
RU295 ,VPBBP,SVO,LGG,7,31,2,1220,0
RU295 ,VPBBP,SVO,LGG,8,28,2,1220,1
RU295 ,VPBBP,SVO,LGG,1,15,2,1250,1
RU295 ,VPBBY,SVO,LGG,11,13,2,1250,1
RU295 ,VPBJS,SVO,LGG,2,26,2,1700,1
RU295 ,VQBFE,SVO,LGG,6,12,2,1220,0
RU295 ,VQBFE,SVO,LGG,10,2,2,1315,0
RU295 ,VQBFE,SVO,LGG,12,4,2,1250,1
RU295 ,VQBFE,SVO,LGG,2,19,2,1250,0
RU295 ,VQBFU,SVO,LGG,9,18,2,1220,1
RU295 ,VQBFU,SVO,LGG,12,18,2,1250,1
RU295 ,VQBGZ,SVO,LGG,6,19,2,1220,0
RU295 ,VQBGZ,SVO,LGG,11,6,2,1250,1
RU295 ,VQBLR,SVO,LGG,11,20,2,1250,0
RU295 ,VQBRH,DME,LGG,1,29,2,1250,0
RU295 ,VQBRH,SVO,LGG,8,7,2,1220,1
RU295 ,VQBRH,SVO,LGG,1,22,2,1250,1
RU295 ,VQBRH,SVO,LGG,2,5,2,1250,0
RU295 ,VQBRJ,SVO,LGG,8,14,2,1220,0
RU295 ,VQBRJ,SVO,LGG,9,4,2,1220,1
RU295 ,VQBRJ,SVO,LGG,12,25,2,0920,1
RU295 ,VQBVR,SVO,LGG,9,11,2,1220,0
RU296 ,VPBIG,LGG,SVO,1,16,2,1920,1
RU296 ,VPBIG,LGG,SVO,5,15,2,1815,0
RU296 ,VPBIK,LGG,SVO,4,24,2,1840,1
RU296 ,VQBUU,LGG,SVO,9,25,2,1900,0
RU296 ,VQBHE,LGG,SVO,3,6,2,1915,0
RU296 ,VQBHE,LGG,SVO,5,8,2,1805,1
RU296 ,VPBBL,LGG,SVO,2,6,2,1910,1
RU296 ,VPBBP,LGG,SVO,1,2,2,1845,0
RU296 ,VPBBP,LGG,SVO,3,13,2,1915,0
RU296 ,VPBBP,LGG,SVO,7,31,2,1815,0
RU296 ,VPBJS,LGG,SVO,2,26,2,2320,1
RU296 ,VQBFU,LGG,SVO,1,30,2,1915,0
RU296 ,VQBFU,LGG,SVO,9,19,3,0300,1
RU296 ,VQBLQ,LGG,SVO,4,3,2,1840,0
RU296 ,VQBRH,LGG,SVO,8,7,2,2355,1
RU296 ,VQBRH,LGG,SVO,2,5,2,2250,0
RU296 ,VQBRJ,LGG,SVO,12,25,2,1600,1
RU296 ,VQBVR,LGG,SVO,1,23,2,1915,1
RU305 ,VPBIG,SVO,FRA,3,15,3,1435,0
RU305 ,VPBIK,SVO,FRA,1,18,3,1435,0
RU305 ,VPBIM,SVO,FRA,1,11,3,1435,0
RU305 ,VPBIM,SVO,FRA,6,7,3,1440,0
RU305 ,VPBIM,SVO,LGG,3,27,3,1100,0
RU305 ,VQBUU,SVO,FRA,10,18,3,0035,0
RU305 ,VQBWW,SVO,FRA,8,9,3,1255,0
RU3051 ,VPBBY,SVO,FRA,1,24,3,1130,0
RU309 ,VPBIG,SVO,FRA,6,15,4,0000,0
RU309 ,VPBIK,SVO,FRA,9,27,3,1130,0
RU309 ,VQBIA,SVO,FRA,2,22,3,1235,0
RU309 ,VPBBP,SVO,FRA,1,14,1,1310,1
RU309 ,VPBBY,SVO,FRA,10,17,3,1130,0
RU309 ,VQBFU,SVO,FRA,1,12,6,1230,0
RU309 ,VQBGZ,SVO,FRA,7,26,3,1245,1
RU309 ,VQBVR,SVO,FRA,11,16,4,0135,1
RU310 ,VPBIG,FRA,SVO,6,15,4,0245,1
RU310 ,VPBIG,FRA,SVO,11,16,4,0345,0
RU310 ,VPBIK,FRA,SVO,12,14,4,0345,1
RU310 ,VPBIK,FRA,SVO,1,25,4,0345,0
RU310 ,VPBIM,FRA,SVO,2,1,4,0345,0
RU310 ,VQBUU,FRA,SVO,9,14,4,0245,0
RU310 ,VQBWW,FRA,SVO,12,21,4,1400,1
RU310 ,VQBHE,FRA,SVO,7,13,4,0245,0
RU310 ,VQBHE,FRA,SVO,3,15,4,0345,0
RU310 ,VQBHE,FRA,SVO,3,29,4,0245,0
RU310 ,VQBIA,FRA,SVO,2,15,4,0345,0
RU310 ,VPBBL,FRA,DME,5,17,4,0245,0
RU310 ,VPBBL,FRA,SVO,9,28,4,0245,0
RU310 ,VPBBL,FRA,SVO,3,1,4,0345,0
RU310 ,VPBBP,FRA,DME,8,17,4,0245,0
RU310 ,VPBBP,FRA,SVO,8,10,4,0715,0
RU310 ,VPBBP,FRA,SVO,8,24,4,0245,1
RU310 ,VPBBP,FRA,SVO,8,31,4,0245,1
RU310 ,VPBBP,FRA,SVO,11,23,4,0345,1
RU310 ,VPBBY,FRA,DME,5,31,4,0245,0
RU310 ,VPBBY,FRA,SVO,10,26,4,0245,0
RU310 ,VPBBY,FRA,SVO,12,7,4,0345,1
RU310 ,VPBBY,FRA,SVO,3,8,4,0345,1
RU310 ,VPBBY,FRA,SVO,4,5,4,0245,0
RU310 ,VPBBY,LGG,DME,8,23,4,0245,0
RU310 ,VQBFE,FRA,SVO,11,30,4,0345,1
RU310 ,VQBFE,LGG,DME,8,16,4,0245,0
RU310 ,VQBFU,FRA,DME,6,28,4,0245,1
RU310 ,VQBGZ,FRA,DME,6,14,4,0245,0
RU310 ,VQBGZ,FRA,DME,7,19,4,0245,1
RU310 ,VQBGZ,FRA,SVO,5,25,4,0245,0
RU310 ,VQBGZ,FRA,SVO,7,27,4,0245,1
RU310 ,VQBGZ,FRA,SVO,11,2,4,0345,0
RU310 ,VQBGZ,FRA,SVO,4,12,4,0245,0
RU310 ,VQBGZ,LGG,DME,8,9,4,0245,1
RU310 ,VQBLQ,FRA,DME,6,7,4,0245,1
RU310 ,VQBLQ,FRA,SVO,9,7,4,0245,1
RU310 ,VQBLQ,FRA,SVO,1,11,4,0345,1
RU310 ,VQBLR,FRA,SVO,5,4,4,0245,1
RU310 ,VQBLR,FRA,SVO,5,11,4,0245,0
RU310 ,VQBLR,FRA,SVO,4,19,4,0245,1
RU310 ,VQBLR,LGG,DME,8,2,4,0245,1
RU310 ,VQBRH,FRA,SVO,6,1,4,0245,0
RU310 ,VQBRH,FRA,SVO,8,3,4,0245,1
RU310 ,VQBRJ,FRA,DME,5,3,4,0245,0
RU310 ,VQBRJ,FRA,SVO,5,18,4,0245,0
RU310 ,VQBRJ,FRA,SVO,6,29,4,0245,0
RU310 ,VQBRJ,FRA,SVO,9,21,4,0245,0
RU310 ,VQBRJ,FRA,SVO,10,5,4,0245,0
RU310 ,VQBRJ,FRA,SVO,10,12,4,0245,1
RU310 ,VQBVR,FRA,DME,5,24,4,0245,1
RU310 ,VQBVR,FRA,DME,6,21,4,0245,0
RU310 ,VQBVR,FRA,SVO,11,9,4,0345,1
RU310 ,VQBVR,FRA,SVO,1,18,4,0345,1
RU3101 ,VQBWW,AMS,FRA,12,21,4,1100,0
RU312 ,VPBIG,FRA,SVO,2,15,3,1820,0
RU312 ,VPBIG,FRA,SVO,5,31,3,1850,0
RU312 ,VPBIK,FRA,SVO,3,8,3,1820,0
RU312 ,VPBIK,FRA,SVO,3,15,3,1820,0
RU312 ,VPBIK,FRA,SVO,6,21,3,1850,1
RU312 ,VPBIK,FRA,SVO,10,31,3,1810,0
RU312 ,VPBIM,FRA,SVO,3,29,3,1820,0
RU312 ,VPBIM,FRA,SVO,6,7,3,1850,0
RU312 ,VPBIM,FRA,SVO,4,25,3,1820,1
RU312 ,VPBIM,FRA,SVO,9,19,3,1820,0
RU312 ,VQBUU,AMS,SVO,7,25,3,1810,1
RU312 ,VQBUU,FRA,SVO,10,18,3,1850,0
RU312 ,VQBWW,FRA,SVO,3,1,3,1820,1
RU312 ,VQBWW,FRA,SVO,9,6,3,1850,0
RU312 ,VQBWW,FRA,SVO,3,28,3,1820,1
RU312 ,VQBWW,FRA,SVO,10,3,3,1820,1
RU312 ,VQBHE,FRA,SVO,1,18,3,1820,1
RU312 ,VQBHE,FRA,SVO,2,8,3,1820,0
RU312 ,VQBHE,FRA,SVO,5,24,3,1850,1
RU312 ,VQBIA,FRA,SVO,2,22,3,1820,0
RU312 ,VQBIA,FRA,SVO,9,13,3,1850,1
RU312 ,VQBIA,FRA,SVO,2,21,3,1825,0
RU312 ,VQBIA,FRA,SVO,4,11,3,1820,1
RU312 ,VQBIA,FRA,SVO,11,28,3,1810,1
RU312 ,VPBBL,AMS,SVO,6,27,3,1800,0
RU312 ,VPBBL,AMS,SVO,8,1,3,1810,0
RU312 ,VPBBL,FRA,SVO,1,25,3,1820,1
RU312 ,VPBBL,FRA,SVO,7,5,3,1850,0
RU312 ,VPBBL,FRA,SVO,6,6,3,1820,1
RU312 ,VPBBL,FRA,SVO,12,5,3,1810,1
RU312 ,VPBBL,FRA,SVO,3,27,3,1810,0
RU312 ,VPBBP,FRA,SVO,7,19,3,1820,1
RU312 ,VPBBP,FRA,SVO,10,25,3,1850,0
RU312 ,VPBBP,FRA,SVO,1,10,3,1920,0
RU312 ,VPBBY,FRA,SVO,11,29,3,1920,1
RU312 ,VPBBY,FRA,SVO,2,7,3,1920,1
RU312 ,VPBBY,FRA,SVO,6,13,3,1820,0
RU312 ,VPBBY,FRA,SVO,8,15,3,1810,0
RU312 ,VPBBY,FRA,SVO,9,12,3,1820,1
RU312 ,VPBBY,FRA,SVO,1,9,3,1405,1
RU312 ,VPBBY,FRA,SVO,3,13,3,1810,0
RU312 ,VQBFE,FRA,SVO,5,3,3,1850,0
RU312 ,VQBFE,FRA,SVO,8,23,3,1850,1
RU312 ,VQBFE,FRA,SVO,9,20,3,1850,1
RU312 ,VQBFE,FRA,SVO,11,8,3,1920,1
RU312 ,VQBFE,FRA,SVO,1,17,3,1920,0
RU312 ,VQBFE,FRA,SVO,6,20,3,1820,1
RU312 ,VQBFE,FRA,SVO,12,12,3,1810,1
RU312 ,VQBFU,FRA,SVO,8,2,3,1850,0
RU312 ,VQBFU,FRA,SVO,8,9,3,1850,1
RU312 ,VQBFU,FRA,SVO,8,30,3,1850,1
RU312 ,VQBFU,FRA,SVO,5,30,3,1820,0
RU312 ,VQBFU,FRA,SVO,10,17,3,1820,0
RU312 ,VQBFU,FRA,SVO,11,21,3,1810,0
RU312 ,VQBFU,FRA,SVO,1,23,3,1810,1
RU312 ,VQBFU,FRA,SVO,2,20,3,1810,0
RU312 ,VQBGZ,FRA,SVO,1,24,3,1920,1
RU312 ,VQBGZ,FRA,SVO,2,28,3,1920,0
RU312 ,VQBGZ,FRA,SVO,3,7,3,1920,1
RU312 ,VQBGZ,FRA,SVO,4,4,3,1820,0
RU312 ,VQBGZ,FRA,SVO,5,2,3,1820,0
RU312 ,VQBGZ,FRA,SVO,8,29,3,1720,1
RU312 ,VQBGZ,FRA,SVO,2,27,3,1810,1
RU312 ,VQBLQ,FRA,SVO,6,28,3,1850,1
RU312 ,VQBLQ,FRA,SVO,8,16,3,1850,0
RU312 ,VQBLQ,FRA,SVO,1,31,3,1920,0
RU312 ,VQBLQ,FRA,SVO,4,18,3,1820,1
RU312 ,VQBLQ,FRA,SVO,5,23,3,1820,1
RU312 ,VQBLQ,FRA,SVO,8,22,3,1810,0
RU312 ,VQBLQ,FRA,SVO,9,26,3,1820,1
RU312 ,VQBLQ,FRA,SVO,11,14,3,1810,1
RU312 ,VQBLQ,FRA,SVO,12,19,3,1810,1
RU312 ,VQBLQ,FRA,SVO,1,16,3,1810,1
RU312 ,VQBLQ,FRA,SVO,3,6,3,1810,0
RU312 ,VQBLR,FRA,SVO,4,26,3,1850,0
RU312 ,VQBLR,FRA,SVO,9,27,3,1850,0
RU312 ,VQBLR,FRA,SVO,9,5,3,1820,0
RU312 ,VQBLR,FRA,SVO,1,30,3,1810,1
RU312 ,VQBRH,AMS,SVO,7,18,3,1810,0
RU312 ,VQBRH,FRA,SVO,1,11,3,1820,1
RU312 ,VQBRH,FRA,SVO,4,19,3,1850,0
RU312 ,VQBRH,FRA,SVO,5,17,3,1850,1
RU312 ,VQBRH,FRA,SVO,7,26,3,1850,0
RU312 ,VQBRH,FRA,SVO,11,1,3,1920,0
RU312 ,VQBRH,FRA,SVO,12,6,3,1920,1
RU312 ,VQBRH,FRA,SVO,3,14,3,1920,0
RU312 ,VQBRH,FRA,SVO,5,9,3,1820,0
RU312 ,VQBRJ,FRA,SVO,4,12,3,1850,0
RU312 ,VQBRJ,FRA,SVO,12,13,3,1920,0
RU312 ,VQBRJ,FRA,SVO,2,14,3,1920,0
RU312 ,VQBRJ,FRA,SVO,3,21,3,1920,1
RU312 ,VQBRJ,FRA,SVO,11,7,3,1810,1
RU312 ,VQBRJ,FRA,SVO,2,14,4,0630,0
RU312 ,VQBVR,FRA,SVO,3,22,3,1820,1
RU312 ,VQBVR,FRA,SVO,5,10,3,1850,1
RU312 ,VQBVR,FRA,SVO,5,16,3,1820,0
RU312 ,VQBVR,FRA,SVO,8,8,3,1810,0
RU312 ,VQBVR,FRA,SVO,10,24,3,1820,1
RU3121 ,VPBBY,AMS,SVO,12,20,3,1900,0
RU317 ,VPBIM,SVO,FRA,2,8,3,1045,0
RU317 ,VQBUU,SVO,FRA,10,4,3,1125,0
RU317 ,VQBWW,SVO,FRA,3,15,3,1045,0
RU317 ,VQBWW,SVO,FRA,6,14,3,1125,1
RU317 ,VQBIA,SVO,FRA,4,26,3,1125,1
RU317 ,VQBIA,SVO,FRA,6,28,3,1125,1
RU317 ,VQBIA,SVO,FRA,9,13,3,1125,0
RU317 ,VPBBP,SVO,FRA,6,7,3,1125,0
RU317 ,VQBFE,SVO,FRA,8,23,3,1125,1
RU317 ,VQBFU,SVO,FRA,10,25,3,1125,1
RU317 ,VQBLQ,SVO,FRA,1,25,3,1045,0
RU317 ,VQBLQ,SVO,FRA,7,5,3,1125,0
RU317 ,VQBRH,SVO,FRA,7,19,3,1125,0
RU325 ,VPBIG,SVO,AMS,3,1,3,1155,0
RU325 ,VPBIG,SVO,AMS,4,26,3,1135,0
RU325 ,VPBIG,SVO,AMS,5,24,3,1135,0
RU325 ,VPBIG,SVO,AMS,7,12,3,1135,1
RU325 ,VPBIG,SVO,AMS,7,19,3,1135,0
RU325 ,VPBIG,SVO,AMS,9,20,3,1135,0
RU325 ,VPBIG,SVO,AMS,9,27,3,1135,1
RU325 ,VPBIG,SVO,AMS,11,22,3,1140,0
RU325 ,VPBIG,SVO,AMS,1,10,3,1150,0
RU325 ,VPBIG,SVO,AMS,1,17,3,1150,1
RU325 ,VPBIG,SVO,AMS,1,24,3,1150,1
RU325 ,VPBIG,SVO,AMS,2,7,3,1150,1
RU325 ,VPBIG,SVO,AMS,4,11,3,1130,0
RU325 ,VPBIG,SVO,AMS,8,1,3,1130,1
RU325 ,VPBIG,SVO,AMS,11,14,3,1130,1
RU325 ,VPBIG,SVO,AMS,2,20,3,1130,1
RU325 ,VPBIK,SVO,AMS,1,25,3,1155,0
RU325 ,VPBIK,SVO,AMS,2,15,3,1155,1
RU325 ,VPBIK,SVO,AMS,4,5,3,1135,0
RU325 ,VPBIK,SVO,AMS,5,10,3,1135,0
RU325 ,VPBIK,SVO,AMS,10,18,3,1135,0
RU325 ,VPBIK,SVO,AMS,11,1,3,1140,1
RU325 ,VPBIK,SVO,AMS,12,6,3,1140,1
RU325 ,VPBIK,SVO,AMS,2,14,3,1150,0
RU325 ,VPBIK,SVO,AMS,5,16,3,1130,1
RU325 ,VPBIK,SVO,AMS,7,11,3,1205,0
RU325 ,VPBIM,SVO,AMS,4,19,3,1135,0
RU325 ,VPBIM,SVO,AMS,7,26,3,1135,0
RU325 ,VPBIM,SVO,AMS,9,13,3,1135,1
RU325 ,VPBIM,SVO,AMS,11,29,3,1140,0
RU325 ,VPBIM,SVO,AMS,4,18,3,1130,0
RU325 ,VPBIM,SVO,AMS,7,4,3,1130,0
RU325 ,VPBIM,SVO,AMS,11,7,3,1130,0
RU325 ,VPBIM,SVO,AMS,11,28,3,1130,0
RU325 ,VPBIM,SVO,AMS,12,12,3,1130,0
RU325 ,VPBIM,SVO,AMS,1,16,3,1130,0
RU325 ,VQBUU,SVO,AMS,1,4,3,1045,1
RU325 ,VQBUU,SVO,AMS,3,8,3,1155,0
RU325 ,VQBUU,SVO,AMS,5,3,3,1230,1
RU325 ,VQBUU,SVO,AMS,6,7,3,1135,0
RU325 ,VQBUU,SVO,AMS,7,5,3,1135,0
RU325 ,VQBUU,SVO,AMS,8,16,3,1135,1
RU325 ,VQBUU,SVO,AMS,8,23,3,1135,1
RU325 ,VQBUU,SVO,AMS,11,8,3,1140,0
RU325 ,VQBUU,SVO,AMS,5,23,3,1130,0
RU325 ,VQBWW,SVO,AMS,2,22,3,1155,1
RU325 ,VQBWW,SVO,AMS,4,12,3,1135,0
RU325 ,VQBWW,SVO,AMS,8,30,3,1135,1
RU325 ,VQBWW,SVO,AMS,10,4,3,1135,0
RU325 ,VQBWW,SVO,AMS,10,11,3,1135,1
RU325 ,VQBWW,SVO,AMS,4,25,3,1130,0
RU325 ,VQBWW,SVO,AMS,6,13,3,1130,0
RU325 ,VQBWW,SVO,AMS,8,22,3,1130,1
RU325 ,VQBWW,SVO,AMS,9,26,3,1130,1
RU325 ,VQBHE,SVO,AMS,5,31,3,1135,0
RU325 ,VQBHE,SVO,AMS,6,21,3,1135,0
RU325 ,VQBHE,SVO,AMS,6,28,3,1135,1
RU325 ,VQBHE,SVO,AMS,10,25,3,1135,0
RU325 ,VQBHE,SVO,AMS,11,15,3,1140,1
RU325 ,VQBHE,SVO,AMS,12,20,3,1140,0
RU325 ,VQBHE,SVO,AMS,6,6,3,1130,1
RU325 ,VQBHE,SVO,AMS,7,25,3,1130,0
RU325 ,VQBHE,SVO,AMS,9,19,3,1130,0
RU325 ,VQBHE,SVO,AMS,3,13,3,1130,0
RU325 ,VQBIA,SVO,AMS,1,18,3,1155,0
RU325 ,VQBIA,SVO,AMS,3,15,3,1155,0
RU325 ,VQBIA,SVO,AMS,5,17,3,1135,0
RU325 ,VQBIA,SVO,AMS,6,14,3,1135,0
RU325 ,VQBIA,SVO,AMS,8,2,3,1135,1
RU325 ,VQBIA,SVO,AMS,8,9,3,1135,0
RU325 ,VQBIA,SVO,AMS,3,14,3,1150,0
RU325 ,VQBIA,SVO,AMS,3,21,3,1150,1
RU325 ,VQBIA,SVO,AMS,4,4,3,1130,0
RU325 ,VQBIA,SVO,AMS,7,18,3,1130,0
RU325 ,VQBIA,SVO,AMS,8,15,3,1130,1
RU325 ,VQBIA,SVO,AMS,9,5,3,1130,0
RU325 ,VQBIA,SVO,AMS,9,12,3,1130,0
RU325 ,VQBIA,SVO,AMS,11,21,3,1130,1
RU325 ,VQBIA,SVO,AMS,1,30,3,1130,0
RU325 ,VPBBL,SVO,AMS,9,6,3,1135,0
RU325 ,VPBBL,SVO,AMS,5,9,3,1130,1
RU325 ,VPBBP,SVO,AMS,1,31,3,1150,1
RU325 ,VPBBP,SVO,AMS,3,28,3,1130,1
RU325 ,VPBBP,SVO,AMS,5,30,3,1130,0
RU325 ,VPBBP,SVO,AMS,10,24,3,1130,0
RU325 ,VPBBP,SVO,AMS,10,31,3,1135,0
RU325 ,VPBBP,SVO,AMS,3,20,3,1130,0
RU325 ,VPBBY,SVO,AMS,12,13,3,1140,0
RU325 ,VPBBY,SVO,AMS,12,27,3,0850,1
RU325 ,VPBBY,SVO,AMS,12,19,3,1130,1
RU325 ,VPBBY,SVO,AMS,12,24,1,0450,1
RU325 ,VQBFE,SVO,AMS,1,3,3,1150,0
RU325 ,VQBFE,SVO,AMS,6,27,3,1130,0
RU325 ,VQBFE,SVO,AMS,10,17,3,1130,0
RU325 ,VQBFU,SVO,AMS,12,5,3,1130,1
RU325 ,VQBGZ,SVO,AMS,1,2,3,1130,0
RU325 ,VQBGZ,SVO,AMS,2,6,3,1130,0
RU325 ,VQBLQ,SVO,AMS,1,12,4,1010,1
RU325 ,VQBLQ,SVO,AMS,2,8,3,0800,0
RU325 ,VQBLQ,SVO,AMS,6,20,3,1130,0
RU325 ,VQBLQ,SVO,AMS,2,13,3,1115,0
RU325 ,VQBLR,SVO,AMS,3,22,3,1155,1
RU325 ,VQBLR,SVO,AMS,3,6,3,1130,1
RU325 ,VQBRH,SVO,AMS,2,28,3,1150,0
RU325 ,VQBRH,SVO,AMS,5,2,3,1130,0
RU325 ,VQBRH,SVO,AMS,8,8,3,1130,1
RU325 ,VQBRH,SVO,AMS,2,27,3,1130,1
RU325 ,VQBRH,SVO,AMS,3,27,3,1130,0
RU325 ,VQBRJ,SVO,AMS,3,29,3,1135,1
RU325 ,VQBRJ,SVO,AMS,8,29,3,1130,0
RU325 ,VQBRJ,SVO,AMS,1,9,3,1130,0
RU325 ,VQBVR,SVO,AMS,3,7,3,1150,0
RU325 ,VQBVR,SVO,AMS,10,3,3,1130,0
RU325 ,VQBVR,SVO,AMS,1,23,3,1130,0
RU3251 ,VPBBY,AMS,FRA,12,13,3,1815,0
RU326 ,VPBIG,AMS,SVO,1,11,3,1805,0
RU326 ,VPBIG,AMS,SVO,3,1,3,1805,0
RU326 ,VPBIG,AMS,SVO,4,26,3,1810,0
RU326 ,VPBIG,AMS,SVO,5,24,3,1810,0
RU326 ,VPBIG,AMS,SVO,7,12,3,1810,1
RU326 ,VPBIG,AMS,SVO,7,19,3,1810,0
RU326 ,VPBIG,AMS,SVO,9,20,3,1810,0
RU326 ,VPBIG,AMS,SVO,9,27,3,1810,1
RU326 ,VPBIG,AMS,SVO,11,22,3,1800,0
RU326 ,VPBIG,AMS,SVO,1,10,3,1800,0
RU326 ,VPBIG,AMS,SVO,1,17,3,1800,0
RU326 ,VPBIG,AMS,SVO,1,24,3,1800,1
RU326 ,VPBIG,AMS,SVO,2,7,3,1800,1
RU326 ,VPBIG,AMS,SVO,4,11,3,1755,0
RU326 ,VPBIG,AMS,SVO,8,1,3,1755,1
RU326 ,VPBIG,AMS,SVO,11,14,3,1755,1
RU326 ,VPBIK,AMS,SVO,1,25,3,1805,0
RU326 ,VPBIK,AMS,SVO,2,15,3,1805,1
RU326 ,VPBIK,AMS,SVO,4,5,3,1810,0
RU326 ,VPBIK,AMS,SVO,5,10,3,1810,0
RU326 ,VPBIK,AMS,SVO,10,18,3,1810,0
