Flight#,TAIL_NUM,ORIGIN,DEST,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,CRS_DEP_TIME,ARR_DEL15
RU452 ,VPBIK,AMS,DME,5,25,4,1900,0
RU452 ,VPBIK,AMS,DME,6,15,4,1900,0
RU452 ,VPBIK,AMS,DME,6,22,4,1900,0
RU452 ,VPBIK,AMS,DME,7,13,4,1940,1
RU452 ,VPBIK,AMS,DME,11,23,4,1940,0
RU452 ,VPBIK,AMS,DME,6,21,4,1900,1
RU452 ,VPBIM,AMS,DME,1,5,4,2020,1
RU452 ,VPBIM,AMS,DME,2,16,4,2020,0
RU452 ,VPBIM,AMS,DME,4,20,4,1900,1
RU452 ,VPBIM,AMS,DME,6,8,4,1900,0
RU452 ,VPBIM,AMS,DME,7,20,4,1940,1
RU452 ,VPBIM,AMS,DME,8,3,4,1900,0
RU452 ,VPBIM,AMS,DME,10,5,4,1900,0
RU452 ,VPBIM,LGG,DME,11,3,5,0105,1
RU452 ,VQBUU,AMS,DME,3,2,4,2020,1
RU452 ,VQBUU,AMS,DME,3,30,4,1920,1
RU452 ,VQBUU,AMS,DME,4,13,4,1900,0
RU452 ,VQBUU,AMS,DME,4,27,4,1900,0
RU452 ,VQBUU,AMS,DME,7,27,4,1940,0
RU452 ,VQBUU,AMS,DME,8,24,4,1900,1
RU452 ,VQBUU,AMS,DME,11,16,4,1940,1
RU452 ,VQBUU,AMS,DME,11,30,4,1940,0
RU452 ,VQBUU,AMS,DME,12,14,4,1940,1
RU452 ,VQBUU,AMS,DME,1,18,4,1935,1
RU452 ,VQBUU,AMS,DME,1,25,4,1935,1
RU452 ,VQBUU,AMS,DME,2,1,4,1935,1
RU452 ,VQBWW,AMS,DME,3,9,4,2020,0
RU452 ,VQBWW,AMS,DME,3,16,4,2020,0
RU452 ,VQBWW,AMS,DME,5,11,4,1900,1
RU452 ,VQBWW,AMS,DME,5,18,4,1900,1
RU452 ,VQBWW,AMS,DME,9,28,4,1900,1
RU452 ,VQBWW,AMS,DME,10,26,4,1900,1
RU452 ,VQBWW,AMS,DME,2,8,4,1935,1
RU452 ,VQBWW,AMS,DME,11,1,4,1905,0
RU452 ,VQBWW,AMS,DME,12,20,4,1905,1
RU452 ,VQBWW,AMS,DME,2,7,4,1905,0
RU452 ,VQBHE,AMS,DME,1,12,4,2020,0
RU452 ,VQBHE,AMS,DME,2,2,4,2020,0
RU452 ,VQBHE,AMS,DME,12,21,4,1940,0
RU452 ,VQBHE,AMS,DME,3,28,4,2035,0
RU452 ,VQBHE,AMS,SVO,11,8,4,1905,0
RU452 ,VQBIA,AMS,DME,2,9,4,2020,1
RU452 ,VQBIA,AMS,DME,8,17,4,1900,1
RU452 ,VQBIA,AMS,DME,12,7,4,1940,1
RU452 ,VQBIA,AMS,DME,9,27,4,1900,0
RU452 ,VQBIA,AMS,DME,2,28,4,1905,0
RU452 ,VQBIA,AMS,DME,3,14,4,1905,0
RU452 ,VPBBL,AMS,DME,4,26,4,1900,0
RU452 ,VPBBL,AMS,DME,5,31,4,1900,1
RU452 ,VPBBL,AMS,DME,8,16,4,1900,0
RU452 ,VPBBL,AMS,DME,1,24,4,1905,1
RU452 ,VPBBP,AMS,DME,6,1,4,1900,0
RU452 ,VPBBP,AMS,DME,6,29,4,1900,1
RU452 ,VPBBP,AMS,DME,10,19,4,1900,0
RU452 ,VPBBP,AMS,DME,5,24,4,1900,1
RU452 ,VPBBP,AMS,DME,8,9,4,1900,1
RU452 ,VPBBP,AMS,DME,11,22,4,1905,1
RU452 ,VPBBP,AMS,DME,12,13,4,1905,1
RU452 ,VPBBY,AMS,DME,11,9,4,1930,0
RU452 ,VPBBY,AMS,DME,3,29,4,1900,1
RU452 ,VPBBY,AMS,DME,6,7,4,1900,1
RU452 ,VPBBY,AMS,DME,7,19,4,1900,1
RU452 ,VPBBY,AMS,DME,10,4,4,1900,0
RU452 ,VPBBY,AMS,DME,11,15,4,1905,0
RU452 ,VQBFE,AMS,DME,4,5,4,1900,0
RU452 ,VQBFE,AMS,DME,1,10,4,1905,0
RU452 ,VQBFU,AMS,DME,2,15,4,1935,0
RU452 ,VQBFU,AMS,DME,2,22,4,1935,0
RU452 ,VQBFU,AMS,DME,7,5,4,1900,0
RU452 ,VQBFU,AMS,DME,7,26,4,1900,1
RU452 ,VQBFU,AMS,SVO,1,17,4,1905,1
RU452 ,VQBGZ,AMS,DME,3,15,4,1935,0
RU452 ,VQBGZ,AMS,DME,6,28,4,1900,0
RU452 ,VQBGZ,AMS,DME,8,23,4,1900,1
RU452 ,VQBGZ,AMS,DME,12,6,4,1905,1
RU452 ,VQBGZ,AMS,DME,1,3,4,1905,0
RU452 ,VQBLQ,AMS,DME,1,19,4,2020,1
RU452 ,VQBLQ,AMS,DME,9,7,4,1900,0
RU452 ,VQBLQ,AMS,DME,7,12,4,1900,0
RU452 ,VQBLQ,AMS,DME,10,11,4,1900,1
RU452 ,VQBLQ,AMS,DME,10,25,4,1900,0
RU452 ,VQBLQ,AMS,DME,2,21,4,1905,0
RU452 ,VQBLR,AMS,DME,1,26,4,2020,1
RU452 ,VQBLR,AMS,DME,2,23,4,2020,1
RU452 ,VQBLR,AMS,DME,8,10,4,1900,0
RU452 ,VQBLR,AMS,DME,9,21,4,1900,0
RU452 ,VQBLR,AMS,DME,10,12,4,1900,1
RU452 ,VQBLR,AMS,DME,1,4,4,1935,0
RU452 ,VQBLR,AMS,DME,3,1,4,1935,0
RU452 ,VQBLR,AMS,DME,4,19,4,1900,0
RU452 ,VQBLR,AMS,DME,5,10,4,1900,0
RU452 ,VQBLR,AMS,DME,9,6,4,1900,1
RU452 ,VQBLR,AMS,DME,9,13,4,1900,1
RU452 ,VQBLR,AMS,DME,1,31,4,1905,1
RU452 ,VQBRH,AMS,DME,1,11,4,1935,1
RU452 ,VQBRH,AMS,DME,3,22,4,1935,0
RU452 ,VQBRH,AMS,DME,5,17,4,1900,0
RU452 ,VQBRH,AMS,DME,10,18,4,1900,1
RU452 ,VQBRJ,AMS,DME,4,12,4,1900,1
RU452 ,VQBRJ,AMS,DME,9,20,4,1900,0
RU452 ,VQBVR,AMS,DME,8,31,4,1900,0
RU452 ,VQBVR,AMS,DME,5,3,4,1900,1
RU452 ,VQBVR,AMS,DME,6,14,4,1900,1
RU452 ,VQBVR,AMS,DME,8,2,4,1900,0
RU452 ,VQBVR,AMS,DME,8,30,4,1900,1
RU452 ,VQBVR,AMS,DME,3,21,4,1905,0
RU452 ,VQBVR,AMS,SVO,12,27,4,1740,0
RU4531 ,VQBLR,DME,AMS,12,6,4,0550,0
RU465 ,VPBIG,SVO,FRA,6,29,4,1115,1
RU465 ,VPBIG,SVO,FRA,9,20,4,1300,1
RU465 ,VPBIK,SVO,FRA,6,8,4,1115,0
RU465 ,VPBIK,SVO,FRA,11,30,4,1300,0
RU465 ,VPBIM,SVO,FRA,3,16,4,1645,0
RU465 ,VPBIM,SVO,FRA,6,22,4,1115,0
RU465 ,VPBIM,SVO,FRA,11,16,4,1300,0
RU465 ,VQBUU,SVO,FRA,5,11,4,1115,0
RU465 ,VQBUU,SVO,FRA,10,19,4,1115,1
RU465 ,VQBWW,SVO,FRA,8,10,4,1115,0
RU465 ,VQBWW,SVO,FRA,8,24,4,1115,1
RU465 ,VQBWW,SVO,FRA,9,21,4,1115,0
RU465 ,VQBWW,SVO,FRA,11,2,4,1300,0
RU465 ,VQBWW,SVO,FRA,11,9,4,1300,0
RU465 ,VQBWW,SVO,FRA,12,22,5,0045,1
RU465 ,VQBHE,SVO,FRA,5,19,5,0725,0
RU465 ,VQBIA,SVO,FRA,11,23,4,1300,1
RU465 ,VPBBY,SVO,FRA,9,28,4,1115,1
RU465 ,VPBBY,SVO,FRA,10,5,4,1115,0
RU465 ,VQBFE,SVO,FRA,10,26,4,1115,1
RU465 ,VQBFU,SVO,FRA,5,4,4,1115,1
RU465 ,VQBLR,SVO,FRA,6,15,4,1115,0
RU465 ,VQBRH,SVO,FRA,7,20,4,1115,1
RU465 ,VQBRJ,SVO,FRA,7,6,4,1115,1
RU465 ,VQBVR,SVO,FRA,2,9,4,0835,1
RU4651 ,VQBWW,FRA,AMS,9,21,4,1710,1
RU466 ,VPBIG,FRA,SVO,6,29,4,1740,0
RU466 ,VPBIG,FRA,SVO,9,20,4,1850,1
RU466 ,VPBIK,FRA,SVO,6,8,4,1740,0
RU466 ,VPBIK,FRA,SVO,11,30,4,1900,0
RU466 ,VPBIM,FRA,SVO,3,17,5,0345,0
RU466 ,VPBIM,FRA,SVO,6,22,4,1740,0
RU466 ,VPBIM,FRA,SVO,11,16,4,1900,1
RU466 ,VQBUU,FRA,SVO,5,11,4,1740,0
RU466 ,VQBUU,FRA,SVO,10,19,4,1740,1
RU466 ,VQBWW,FRA,SVO,8,10,4,1740,1
RU466 ,VQBWW,FRA,SVO,8,24,4,1740,1
RU466 ,VQBWW,FRA,SVO,11,2,4,1900,0
RU466 ,VQBWW,FRA,SVO,11,9,4,1900,0
RU466 ,VQBWW,FRA,SVO,12,22,5,0630,1
RU466 ,VQBIA,FRA,SVO,11,23,4,1900,1
RU466 ,VPBBY,FRA,SVO,9,21,4,1740,1
RU466 ,VPBBY,FRA,SVO,9,28,4,1740,1
RU466 ,VPBBY,FRA,SVO,10,5,4,1740,0
RU466 ,VQBFE,FRA,SVO,10,26,4,1740,1
RU466 ,VQBFU,FRA,SVO,5,4,4,1740,1
RU466 ,VQBLR,FRA,SVO,6,15,4,1740,0
RU466 ,VQBRH,FRA,SVO,7,20,4,1740,0
RU466 ,VQBRJ,FRA,SVO,7,6,4,1740,1
RU466 ,VQBVR,FRA,SVO,2,9,4,1440,1
RU473 ,VPBIG,SVO,FRA,6,15,4,1705,0
RU473 ,VPBIM,SVO,FRA,1,26,4,1805,1
RU473 ,VPBIM,SVO,FRA,2,23,4,1805,1
RU473 ,VPBIM,SVO,FRA,4,27,4,1705,1
RU473 ,VPBIM,SVO,FRA,6,29,4,1705,0
RU473 ,VPBIM,SVO,FRA,10,26,4,1705,1
RU473 ,VQBUU,SVO,FRA,8,3,4,1705,0
RU473 ,VQBUU,SVO,FRA,10,12,4,1705,1
RU473 ,VQBHE,SVO,FRA,1,19,4,1805,1
RU473 ,VQBHE,SVO,FRA,5,11,4,1705,0
RU473 ,VQBHE,SVO,FRA,7,6,4,1705,0
RU473 ,VQBHE,SVO,FRA,9,7,4,1705,0
RU473 ,VQBHE,SVO,FRA,9,28,4,1705,0
RU473 ,VQBIA,SVO,FRA,4,6,4,1145,0
RU473 ,VQBIA,SVO,FRA,4,13,4,1705,0
RU473 ,VQBIA,SVO,FRA,4,20,4,1705,1
RU473 ,VQBFE,SVO,FRA,7,20,4,1705,0
RU473 ,VQBFU,SVO,FRA,6,1,4,1705,0
RU473 ,VQBFU,SVO,FRA,9,14,4,1705,1
RU473 ,VQBGZ,SVO,FRA,5,4,4,1705,0
RU473 ,VQBLQ,SVO,FRA,6,8,4,1705,0
RU473 ,VQBVR,SVO,FRA,6,22,4,1705,0
RU474 ,VQBIA,FRA,SVO,4,6,4,1740,0
RU475 ,VPBIG,SVO,LGG,9,13,4,2045,1
RU475 ,VQBWW,SVO,LGG,10,18,4,2045,0
RU475 ,VQBHE,SVO,LGG,11,8,4,1750,1
RU475 ,VQBHE,SVO,LGG,12,6,4,1820,1
RU475 ,VPBBL,SVO,LGG,11,22,4,2050,1
RU475 ,VPBBP,SVO,LGG,10,25,4,2045,1
RU475 ,VQBGZ,SVO,LGG,9,20,4,2045,1
RU475 ,VQBLR,SVO,LGG,10,4,4,2045,1
RU475 ,VQBRJ,SVO,LGG,12,20,4,1820,1
RU475 ,VQBVR,SVO,LGG,12,27,4,0920,0
RU4751 ,VQBVR,LGG,AMS,12,27,4,1400,0
RU482 ,VPBIM,FRA,SVO,1,26,4,2035,1
RU482 ,VPBIM,FRA,SVO,5,4,4,2035,1
RU482 ,VQBWW,FRA,SVO,2,9,4,2035,0
RU482 ,VQBWW,FRA,SVO,2,16,4,2035,1
RU482 ,VQBWW,LGG,SVO,2,21,4,2115,1
RU482 ,VQBWW,LGG,SVO,3,14,4,2125,1
RU482 ,VQBHE,FRA,SVO,4,13,4,2035,0
RU482 ,VQBHE,FRA,SVO,4,20,4,2035,0
RU482 ,VQBHE,FRA,SVO,4,27,4,2035,0
RU482 ,VQBIA,LGG,SVO,12,14,5,0310,0
RU482 ,VQBFE,LGG,SVO,3,7,4,2125,1
RU482 ,VQBFE,LGG,SVO,3,28,4,2125,1
RU482 ,VQBRJ,LGG,SVO,3,21,4,2125,1
RU495 ,VPBIK,SVO,LGG,4,26,4,1735,1
RU495 ,VQBWW,SVO,LGG,1,10,4,2050,0
RU495 ,VQBIA,SVO,LGG,1,17,4,2050,1
RU495 ,VQBLR,SVO,LGG,8,23,4,1925,0
RU496 ,VPBIG,LGG,SVO,8,30,4,2240,0
RU496 ,VPBIK,LGG,SVO,4,26,4,2350,1
RU496 ,VQBFU,LGG,DME,10,12,5,0310,1
RU496 ,VQBLQ,LGG,SVO,4,12,4,2350,1
RU496 ,VQBRH,LGG,SVO,4,19,4,2350,1
RU496 ,VQBRJ,LGG,SVO,1,4,5,0310,1
RU5021 ,VPBBL,LGG,FRA,12,22,5,1710,1
RU509 ,VPBIG,DME,FRA,12,15,6,0105,1
RU509 ,VPBIG,DME,LGG,11,23,5,1955,0
RU509 ,VPBIK,DME,LGG,7,27,5,1925,0
RU509 ,VPBIM,DME,LGG,11,16,5,1955,0
RU509 ,VPBIM,SVO,FRA,2,1,5,0100,1
RU509 ,VQBUU,DME,LGG,8,31,5,2015,0
RU509 ,VQBWW,DME,LGG,8,10,5,2220,0
RU509 ,VQBHE,SVO,LGG,10,19,5,2005,1
RU509 ,VPBBL,DME,FRA,3,8,5,0745,0
RU509 ,VPBBL,SVO,FRA,2,24,7,1230,1
RU509 ,VPBBP,DME,LGG,8,17,5,2015,0
RU509 ,VPBBP,DME,LGG,9,21,5,2005,1
RU509 ,VPBBP,SVO,FRA,3,15,5,0745,1
RU509 ,VPBBY,SVO,LGG,11,9,5,1955,1
RU509 ,VQBFU,DME,FRA,3,22,5,0745,1
RU509 ,VQBFU,DME,FRA,3,29,5,0745,0
RU509 ,VQBGZ,DME,LGG,9,7,5,2120,1
RU509 ,VQBGZ,SVO,FRA,12,9,7,0755,1
RU509 ,VQBLQ,DME,LGG,9,28,5,2005,0
RU509 ,VQBLQ,SVO,LGG,11,2,5,1955,1
RU509 ,VQBLR,SVO,LGG,10,26,5,2005,1
RU509 ,VQBRH,DME,LGG,11,30,5,1955,0
RU509 ,VQBRJ,SVO,LGG,10,12,5,2005,0
RU509 ,VQBVR,DME,LGG,8,24,5,2015,0
RU509 ,VQBVR,DME,LGG,1,18,5,2125,1
RU510 ,VQBWW,LGG,DME,8,11,6,0450,1
RU510 ,VQBHE,LGG,SVO,10,20,6,0550,1
RU510 ,VPBBL,FRA,SVO,2,24,7,1835,1
RU510 ,VPBBP,LGG,DME,8,18,6,0205,0
RU510 ,VQBGZ,FRA,SVO,12,9,7,1820,1
RU510 ,VQBRJ,LGG,SVO,10,13,6,0205,1
RU510 ,VQBVR,LGG,SVO,8,25,6,0205,1
RU511 ,VPBIG,DME,LGG,3,8,5,2150,1
RU511 ,VPBIG,SVO,FRA,6,16,5,1220,0
RU511 ,VPBIG,SVO,FRA,1,19,5,1220,1
RU511 ,VPBIG,SVO,FRA,3,17,6,0055,1
RU511 ,VPBIK,SVO,FRA,7,28,5,1220,0
RU511 ,VPBIK,SVO,FRA,10,6,5,1220,0
RU511 ,VPBIK,SVO,FRA,11,3,5,1220,1
RU511 ,VPBIK,SVO,FRA,3,30,5,1215,0
RU511 ,VPBIM,SVO,FRA,3,31,5,1225,1
RU511 ,VPBIM,SVO,FRA,8,11,5,1220,0
RU511 ,VPBIM,SVO,FRA,9,22,5,1220,0
RU511 ,VQBUU,SVO,FRA,1,27,5,1305,0
RU511 ,VQBUU,SVO,FRA,3,17,5,1305,0
RU511 ,VQBUU,SVO,FRA,5,26,5,1220,0
RU511 ,VQBUU,SVO,FRA,6,30,5,1220,0
RU511 ,VQBUU,SVO,FRA,9,15,5,1220,1
RU511 ,VQBWW,SVO,FRA,1,13,5,1305,1
RU511 ,VQBWW,SVO,FRA,4,7,5,0900,0
RU511 ,VQBWW,SVO,FRA,5,5,5,1205,1
RU511 ,VQBHE,SVO,FRA,1,6,5,1105,1
RU511 ,VQBHE,SVO,FRA,1,20,5,1305,1
RU511 ,VQBHE,SVO,FRA,2,17,5,1305,0
RU511 ,VQBHE,SVO,FRA,5,12,5,1220,0
RU511 ,VQBHE,SVO,FRA,6,9,5,1220,0
RU511 ,VQBHE,SVO,FRA,7,14,5,1220,0
RU511 ,VQBHE,SVO,FRA,9,1,5,1220,0
RU511 ,VQBHE,SVO,FRA,9,29,5,1220,0
RU511 ,VQBHE,SVO,FRA,11,10,5,1220,1
RU511 ,VQBHE,SVO,FRA,10,5,5,0830,0
RU511 ,VQBIA,SVO,FRA,2,24,5,1305,0
RU511 ,VQBIA,SVO,FRA,3,10,5,1305,0
RU511 ,VQBIA,SVO,FRA,6,2,5,1220,1
RU511 ,VQBIA,SVO,FRA,10,20,5,1220,0
RU511 ,VPBBL,SVO,FRA,5,19,5,1220,1
RU511 ,VPBBL,SVO,FRA,10,27,5,1220,1
RU511 ,VPBBL,SVO,FRA,10,19,5,0830,1
RU511 ,VPBBP,DME,AMS,7,20,5,0850,1
RU511 ,VPBBP,DME,FRA,9,14,5,0830,1
RU511 ,VPBBP,DME,LGG,3,22,5,2150,1
RU511 ,VPBBP,SVO,FRA,4,29,6,0030,0
RU511 ,VPBBY,DME,AMS,7,27,5,0830,0
RU511 ,VQBFE,DME,LGG,3,15,5,2150,1
RU511 ,VQBFE,SVO,FRA,12,1,5,1220,1
RU511 ,VQBFE,SVO,FRA,3,2,5,1240,0
RU511 ,VQBFE,SVO,FRA,4,13,5,1215,0
RU511 ,VQBFU,DME,FRA,4,6,5,1130,0
RU511 ,VQBFU,DME,FRA,9,7,5,0830,0
RU511 ,VQBFU,SVO,FRA,4,20,5,1215,0
RU511 ,VQBGZ,SVO,FRA,6,23,5,1220,1
RU511 ,VQBGZ,SVO,FRA,1,26,5,1220,1
RU511 ,VQBGZ,SVO,FRA,3,9,5,1240,0
RU511 ,VQBLQ,SVO,FRA,3,3,5,1305,0
RU511 ,VQBLR,DME,FRA,8,10,5,0830,0
RU511 ,VQBLR,SVO,FRA,4,22,6,0045,1
RU511 ,VQBLR,SVO,FRA,1,12,5,1220,0
RU511 ,VQBLR,SVO,FRA,4,27,5,1215,1
RU511 ,VQBLR,SVO,FRA,10,26,5,0830,1
RU511 ,VQBRH,DME,FRA,9,28,5,0830,1
RU511 ,VQBRH,SVO,FRA,2,10,5,1215,0
RU511 ,VQBRH,SVO,FRA,10,13,5,1220,0
RU511 ,VQBRJ,DME,FRA,8,17,5,0830,0
RU511 ,VQBRJ,SVO,FRA,11,24,5,1220,0
RU511 ,VQBRJ,SVO,FRA,3,23,5,1240,0
RU511 ,VQBVR,DME,FRA,2,2,5,1240,1
RU511 ,VQBVR,DME,FRA,8,3,5,1920,1
RU511 ,VQBVR,SVO,FRA,11,17,5,1220,1
RU511 ,VQBVR,SVO,FRA,2,16,5,1240,0
RU512 ,VPBIG,FRA,SVO,1,5,5,0345,1
RU512 ,VPBIG,FRA,SVO,1,19,5,1820,1
RU512 ,VPBIG,FRA,SVO,11,2,5,1950,1
RU512 ,VPBIG,FRA,SVO,12,7,5,1950,0
RU512 ,VPBIK,FRA,SVO,7,28,5,1815,0
RU512 ,VPBIK,FRA,SVO,10,6,5,1815,0
RU512 ,VPBIK,FRA,SVO,11,3,5,1820,1
RU512 ,VPBIK,FRA,SVO,12,29,5,1820,1
RU512 ,VPBIK,FRA,SVO,3,30,5,1815,0
RU512 ,VPBIK,FRA,SVO,11,9,5,1955,0
RU512 ,VPBIM,FRA,SVO,3,31,5,1820,1
RU512 ,VPBIM,FRA,SVO,8,11,5,1815,1
RU512 ,VPBIM,FRA,SVO,9,22,5,1815,0
RU512 ,VPBIM,FRA,SVO,11,23,5,1950,0
RU512 ,VPBIM,FRA,SVO,12,21,5,1950,0
RU512 ,VPBIM,FRA,SVO,3,15,5,1950,1
RU512 ,VQBUU,FRA,SVO,3,17,5,1900,0
RU512 ,VQBUU,FRA,SVO,5,26,5,1815,0
RU512 ,VQBUU,FRA,SVO,6,30,5,1815,0
RU512 ,VQBUU,FRA,SVO,9,15,5,1815,1
RU512 ,VQBUU,FRA,SVO,9,14,5,1815,1
RU512 ,VQBWW,FRA,SVO,1,13,5,1900,1
RU512 ,VQBWW,FRA,SVO,5,18,5,1815,1
RU512 ,VQBWW,FRA,SVO,6,15,5,1815,1
RU512 ,VQBWW,FRA,SVO,12,14,5,1950,1
RU512 ,VQBWW,FRA,SVO,1,18,5,1950,1
RU512 ,VQBWW,FRA,SVO,3,1,5,1950,0
RU512 ,VQBHE,FRA,SVO,1,20,5,1900,1
RU512 ,VQBHE,FRA,SVO,2,17,5,1900,0
RU512 ,VQBHE,FRA,SVO,5,12,5,1815,1
RU512 ,VQBHE,FRA,SVO,6,9,5,1815,0
RU512 ,VQBHE,FRA,SVO,7,14,5,1815,0
RU512 ,VQBHE,FRA,SVO,9,1,5,1815,1
RU512 ,VQBHE,FRA,SVO,9,29,5,1815,0
RU512 ,VQBHE,FRA,SVO,11,10,5,1820,1
RU512 ,VQBHE,FRA,SVO,4,13,5,1815,1
RU512 ,VQBHE,FRA,SVO,4,20,5,1815,0
RU512 ,VQBHE,FRA,SVO,5,25,5,1815,1
RU512 ,VQBHE,FRA,SVO,1,4,5,1950,0
RU512 ,VQBHE,FRA,SVO,1,11,5,1950,1
RU512 ,VQBHE,FRA,SVO,1,25,5,1950,1
RU512 ,VQBHE,FRA,SVO,2,22,5,1950,1
RU512 ,VQBHE,FRA,SVO,3,8,5,1950,0
RU512 ,VQBIA,FRA,SVO,2,24,5,1900,0
RU512 ,VQBIA,FRA,SVO,3,10,5,1900,0
RU512 ,VQBIA,FRA,SVO,6,2,5,1815,1
RU512 ,VQBIA,FRA,SVO,8,4,5,1800,1
RU512 ,VQBIA,FRA,SVO,10,20,5,1815,0
RU512 ,VQBIA,FRA,SVO,3,16,5,1840,0
RU512 ,VQBIA,FRA,SVO,9,7,5,1815,0
RU512 ,VQBIA,FRA,SVO,9,21,5,1815,1
RU512 ,VQBIA,FRA,SVO,11,16,5,1950,0
RU512 ,VQBIA,FRA,SVO,12,28,5,1950,1
RU512 ,VQBIA,FRA,SVO,2,15,5,1950,0
RU512 ,VPBBL,FRA,SVO,5,19,5,1815,1
RU512 ,VPBBL,FRA,SVO,10,27,5,1815,1
RU512 ,VPBBL,FRA,SVO,7,6,5,1815,0
RU512 ,VPBBP,AMS,SVO,7,20,5,1640,1
RU512 ,VPBBP,FRA,SVO,4,29,6,0625,0
RU512 ,VPBBP,FRA,SVO,2,2,5,1840,1
RU512 ,VPBBY,AMS,SVO,7,27,5,1815,1
RU512 ,VPBBY,FRA,SVO,2,9,5,1840,1
RU512 ,VPBBY,FRA,SVO,11,30,5,1950,0
RU512 ,VPBBY,LGG,SVO,6,29,5,1940,1
RU512 ,VQBFE,FRA,SVO,12,1,5,1820,1
RU512 ,VQBFE,FRA,SVO,3,2,5,1840,0
RU512 ,VQBFE,FRA,SVO,8,17,5,1500,1
RU512 ,VQBFE,FRA,SVO,8,24,5,1815,1
RU512 ,VQBFE,FRA,SVO,8,31,5,1815,0
RU512 ,VQBFE,FRA,SVO,3,22,5,1950,1
RU512 ,VQBFU,AMS,SVO,8,10,5,1815,1
RU512 ,VQBFU,FRA,SVO,3,29,5,1950,0
RU512 ,VQBGZ,FRA,DME,8,4,6,1820,1
RU512 ,VQBGZ,FRA,SVO,6,23,5,1815,1
RU512 ,VQBGZ,FRA,SVO,1,26,5,1820,1
RU512 ,VQBGZ,FRA,SVO,3,9,5,1840,0
RU512 ,VQBGZ,LGG,SVO,7,13,5,1810,0
RU512 ,VQBLQ,FRA,SVO,3,3,5,1900,0
RU512 ,VQBLQ,FRA,SVO,5,11,5,1815,0
RU512 ,VQBLR,FRA,SVO,4,22,6,0630,1
RU512 ,VQBLR,FRA,SVO,1,12,5,1820,0
RU512 ,VQBLR,FRA,SVO,4,27,5,1815,1
RU512 ,VQBRH,FRA,SVO,1,27,5,1900,1
RU512 ,VQBRH,FRA,SVO,10,13,5,1815,1
RU512 ,VQBRH,FRA,SVO,9,28,5,1815,0
RU512 ,VQBRJ,FRA,SVO,11,24,5,1820,1
RU512 ,VQBRJ,FRA,SVO,3,23,5,1840,1
RU512 ,VQBVR,FRA,SVO,11,17,5,1820,1
RU512 ,VQBVR,FRA,SVO,2,16,5,1840,0
RU517 ,VQBLQ,SVO,FRA,4,21,5,1525,0
RU517 ,VQBRH,SVO,FRA,4,1,6,0020,1
RU523 ,VPBIG,SVO,LGG,3,30,5,1710,0
RU523 ,VPBIG,SVO,LGG,4,20,5,1710,1
RU523 ,VPBIG,SVO,LGG,7,6,5,1855,1
RU523 ,VPBIK,SVO,LGG,12,28,5,1825,1
RU523 ,VPBIK,SVO,LGG,1,11,5,1825,0
RU523 ,VPBIM,SVO,LGG,6,29,5,1855,0
RU523 ,VPBIM,SVO,LGG,9,28,5,2050,1
RU523 ,VPBIM,SVO,LGG,3,8,5,1825,0
RU523 ,VQBUU,SVO,LGG,3,2,5,1710,1
RU523 ,VQBUU,SVO,LGG,7,20,5,1855,1
RU523 ,VQBWW,SVO,LGG,1,19,5,1740,1
RU523 ,VQBWW,SVO,LGG,3,9,5,1710,0
RU523 ,VQBWW,SVO,LGG,7,13,5,1855,1
RU523 ,VQBWW,SVO,LGG,8,24,5,1855,0
RU523 ,VQBHE,DME,LGG,11,2,5,1825,0
RU523 ,VQBHE,SVO,LGG,1,12,5,1740,1
RU523 ,VQBHE,SVO,LGG,1,26,5,1740,1
RU523 ,VQBIA,SVO,LGG,4,27,5,1710,1
RU523 ,VQBIA,SVO,LGG,8,17,5,1855,0
RU523 ,VQBIA,SVO,LGG,12,14,5,1825,1
RU523 ,VQBIA,SVO,LGG,3,22,5,1825,0
RU523 ,VPBBL,SVO,LGG,2,16,5,1710,1
RU523 ,VPBBL,SVO,LGG,11,16,5,1825,0
RU523 ,VPBBL,SVO,LGG,12,7,5,1825,1
RU523 ,VPBBP,DME,LGG,11,17,5,1730,0
RU523 ,VPBBP,DME,LGG,5,4,5,1710,0
RU523 ,VPBBP,SVO,LGG,7,27,5,1855,1
RU523 ,VPBBP,SVO,LGG,9,7,5,1835,0
RU523 ,VPBBP,SVO,LGG,1,25,5,1825,0
RU523 ,VPBBP,SVO,LGG,3,29,5,1825,0
RU523 ,VPBBY,DME,LGG,11,24,5,1755,0
RU523 ,VPBBY,SVO,LGG,8,3,5,2010,1
RU523 ,VQBFU,SVO,LGG,2,2,5,1710,1
RU523 ,VQBFU,SVO,LGG,4,13,5,1710,0
RU523 ,VQBFU,SVO,LGG,5,18,5,1710,1
RU523 ,VQBFU,SVO,LGG,8,31,5,1855,0
RU523 ,VQBFU,SVO,LGG,3,1,5,1825,1
RU523 ,VQBGZ,SVO,LGG,5,25,5,1710,0
RU523 ,VQBGZ,SVO,LGG,10,26,5,1835,1
RU523 ,VQBGZ,SVO,LGG,11,30,5,1825,1
RU523 ,VQBLQ,SVO,LGG,6,22,5,1855,1
RU523 ,VQBLQ,SVO,LGG,1,4,5,1825,0
RU523 ,VQBLQ,SVO,LGG,1,19,6,0345,1
RU523 ,VQBLQ,SVO,LGG,2,22,5,1825,0
RU523 ,VQBLR,SVO,LGG,12,21,5,1825,1
