Flight#,TAIL_NUM,ORIGIN,DEST,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,CRS_DEP_TIME,ARR_DEL15
RU102 ,VQBLR,DFW,AMS,1,23,1,710,1
RU102 ,VQBLR,DFW,AMS,4,10,1,700,0
RU102 ,VQBLR,DFW,AMS,6,26,1,700,0
RU102 ,VQBLR,DFW,AMS,10,2,1,700,0
RU102 ,VQBLR,DFW,AMS,10,8,1,2040,1
RU102 ,VQBRH,DFW,AMS,10,16,1,700,0
RU102 ,VQBRH,DFW,AMS,12,11,1,755,1
RU102 ,VQBRH,DFW,AMS,1,1,1,755,0
RU102 ,VQBRH,DFW,AMS,2,5,1,820,1
RU102 ,VQBRH,DFW,LGG,12,31,1,700,0
RU102 ,VQBRJ,DFW,AMS,7,24,1,700,1
RU102 ,VQBRJ,DFW,AMS,8,21,1,700,1
RU102 ,VQBRJ,DFW,AMS,9,11,1,700,0
RU102 ,VQBRJ,DFW,AMS,10,23,1,700,0
RU102 ,VQBRJ,DFW,AMS,10,22,1,700,0
RU102 ,VQBVR,DFW,AMS,1,30,1,710,0
RU102 ,VQBVR,DFW,AMS,4,3,1,700,1
RU102 ,VQBVR,DFW,AMS,8,14,1,700,0
RU102 ,VQBVR,DFW,AMS,9,25,1,700,0
RU102 ,VQBVR,DFW,AMS,2,12,1,820,0
RU102 ,VQBVR,DFW,AMS,3,19,1,820,1
RU102 ,VQBVR,DFW,AMS,6,11,1,700,1
RU102 ,VQBVR,DFW,AMS,8,27,1,700,1
RU102 ,VQBVR,DFW,AMS,12,3,1,635,1
RU102 ,VQBVR,DFW,AMS,12,24,1,700,1
RU103 ,VPBIG,SVO,ORD,3,19,1,1840,1
RU103 ,VPBIK,SVO,ORD,3,11,1,1450,0
RU103 ,VPBIM,SVO,ORD,6,12,1,1805,1
RU103 ,VQBUU,SVO,ORD,9,17,1,1350,1
RU103 ,VQBWW,SVO,ORD,5,15,1,1905,0
RU103 ,VQBHE,SVO,ORD,1,22,2,1315,0
RU103 ,VQBHE,SVO,ORD,2,4,1,1345,1
RU103 ,VPBBL,SEA,ORD,3,7,2,215,1
RU103 ,VPBBL,SEA,ORD,3,28,2,145,1
RU103 ,VPBBL,SVO,ORD,6,5,1,1905,1
RU103 ,VPBBL,SVO,ORD,7,17,1,1905,0
RU103 ,VPBBL,SVO,ORD,8,7,1,1905,0
RU103 ,VPBBL,SVO,ORD,10,23,1,1905,0
RU103 ,VPBBL,SVO,ORD,6,4,1,1230,0
RU103 ,VPBBL,SVO,ORD,6,25,1,1350,0
RU103 ,VPBBL,SVO,ORD,7,9,1,1435,1
RU103 ,VPBBL,SVO,ORD,1,7,1,1345,1
RU103 ,VPBBL,SVO,ORD,3,4,1,1345,1
RU103 ,VPBBL,SVO,SEA,3,6,1,1340,1
RU103 ,VPBBL,SVO,SEA,3,27,1,1300,1
RU103 ,VPBBP,SVO,ORD,4,10,1,1905,0
RU103 ,VPBBP,SVO,ORD,4,17,1,1905,0
RU103 ,VPBBP,SVO,ORD,1,22,1,1900,0
RU103 ,VPBBP,SVO,ORD,4,30,1,1850,0
RU103 ,VPBBP,SVO,ORD,5,28,1,1320,0
RU103 ,VPBBP,SVO,ORD,9,3,1,1555,0
RU103 ,VPBBY,SVO,ORD,11,6,1,1900,0
RU103 ,VPBBY,SVO,ORD,1,1,1,1900,1
RU103 ,VPBBY,SVO,ORD,2,12,1,1840,0
RU103 ,VPBBY,SVO,ORD,3,13,2,210,0
RU103 ,VPBBY,SVO,ORD,6,11,1,1210,1
RU103 ,VPBBY,SVO,ORD,7,2,1,1435,0
RU103 ,VPBBY,SVO,ORD,7,23,1,1435,0
RU103 ,VQBFE,SEA,ORD,3,21,2,145,0
RU103 ,VQBFE,SVO,ORD,5,22,1,1905,0
RU103 ,VQBFE,SVO,ORD,5,29,1,1905,0
RU103 ,VQBFE,SVO,ORD,6,26,1,1905,0
RU103 ,VQBFE,SVO,ORD,7,31,1,1905,1
RU103 ,VQBFE,SVO,ORD,8,28,1,1715,1
RU103 ,VQBFE,SVO,ORD,1,15,1,1900,0
RU103 ,VQBFE,SVO,ORD,4,16,1,1850,1
RU103 ,VQBFE,SVO,ORD,8,6,1,2320,0
RU103 ,VQBFE,SVO,ORD,10,3,3,555,1
RU103 ,VQBFE,SVO,SEA,3,20,1,1305,0
RU103 ,VQBFU,IND,ORD,12,5,2,1800,0
RU103 ,VQBFU,SEA,ORD,1,3,2,145,0
RU103 ,VQBFU,SEA,ORD,1,17,2,145,1
RU103 ,VQBFU,SVO,ORD,8,14,1,1905,0
RU103 ,VQBFU,SVO,ORD,10,2,1,1905,0
RU103 ,VQBFU,SVO,ORD,10,30,1,1900,1
RU103 ,VQBFU,SVO,ORD,11,13,1,1900,1
RU103 ,VQBFU,SVO,ORD,11,27,1,1900,1
RU103 ,VQBFU,SVO,ORD,3,19,2,220,1
RU103 ,VQBFU,SVO,SEA,1,2,1,1305,0
RU103 ,VQBFU,SVO,SEA,1,16,1,1305,1
RU103 ,VQBGZ,SEA,ORD,4,4,2,145,1
RU103 ,VQBGZ,SVO,ORD,4,24,1,1905,0
RU103 ,VQBGZ,SVO,ORD,5,1,1,1905,0
RU103 ,VQBGZ,SVO,ORD,8,21,1,1715,0
RU103 ,VQBGZ,SVO,ORD,9,11,1,1905,0
RU103 ,VQBGZ,SVO,ORD,12,11,1,1600,0
RU103 ,VQBGZ,SVO,ORD,12,18,1,1430,0
RU103 ,VQBGZ,SVO,ORD,3,5,1,1340,0
RU103 ,VQBGZ,SVO,ORD,3,26,1,1850,1
RU103 ,VQBGZ,SVO,ORD,7,30,1,1350,1
RU103 ,VQBGZ,SVO,ORD,8,27,1,1350,0
RU103 ,VQBGZ,SVO,SEA,4,3,1,1300,1
RU103 ,VQBLQ,SVO,ORD,7,3,1,1905,0
RU103 ,VQBLQ,SVO,ORD,7,24,1,1905,1
RU103 ,VQBLQ,SVO,ORD,9,25,1,1905,0
RU103 ,VQBLQ,SVO,ORD,10,16,1,1905,1
RU103 ,VQBLQ,SVO,ORD,2,5,1,1840,1
RU103 ,VQBLQ,SVO,ORD,4,2,1,1850,0
RU103 ,VQBLQ,SVO,ORD,5,22,2,220,1
RU103 ,VQBLQ,SVO,ORD,8,20,1,1350,0
RU103 ,VQBLR,SEA,ORD,1,31,2,145,1
RU103 ,VQBLR,SEA,ORD,2,28,2,145,1
RU103 ,VQBLR,SVO,ORD,2,13,1,1305,1
RU103 ,VQBLR,SVO,ORD,9,18,1,1905,0
RU103 ,VQBLR,SVO,ORD,11,20,1,1900,1
RU103 ,VQBLR,SVO,ORD,1,29,1,1900,0
RU103 ,VQBLR,SVO,ORD,5,7,1,1850,0
RU103 ,VQBLR,SVO,ORD,9,10,1,1350,0
RU103 ,VQBLR,SVO,SEA,1,30,1,1305,1
RU103 ,VQBLR,SVO,SEA,2,27,1,1305,0
RU103 ,VQBRH,SEA,ORD,3,14,2,145,1
RU103 ,VQBRH,SVO,ORD,5,8,1,1905,0
RU103 ,VQBRH,SVO,ORD,6,19,1,1905,0
RU103 ,VQBRH,SVO,ORD,1,8,1,1900,1
RU103 ,VQBRH,SVO,ORD,7,16,1,1350,1
RU103 ,VQBRH,SVO,ORD,8,13,1,1210,0
RU103 ,VQBRH,SVO,SEA,3,13,1,1305,0
RU103 ,VQBRJ,SVO,ORD,7,10,1,1905,0
RU103 ,VQBRJ,SVO,ORD,2,19,1,1840,1
RU103 ,VQBRJ,SVO,ORD,5,14,1,1850,1
RU103 ,VQBRJ,SVO,ORD,9,24,1,1350,1
RU103 ,VQBVR,FRA,ORD,2,6,1,1840,0
RU103 ,VQBVR,IND,ORD,6,19,2,230,1
RU103 ,VQBVR,SEA,ORD,1,10,2,145,0
RU103 ,VQBVR,SEA,ORD,1,24,2,145,1
RU103 ,VQBVR,SEA,ORD,2,21,2,145,1
RU103 ,VQBVR,SVO,ORD,9,4,1,1905,0
RU103 ,VQBVR,SVO,ORD,4,23,1,1850,0
RU103 ,VQBVR,SVO,SEA,1,9,1,1305,0
RU103 ,VQBVR,SVO,SEA,1,23,1,1305,1
RU103 ,VQBVR,SVO,SEA,2,20,1,1305,1
RU106 ,VPBIG,MXP,SVO,1,3,2,1455,1
RU106 ,VPBIG,MXP,SVO,5,1,1,305,0
RU106 ,VPBIG,MXP,SVO,10,22,7,1850,1
RU106 ,VPBIG,MXP,SVO,10,29,7,1810,0
RU106 ,VPBIG,MXP,SVO,12,11,1,240,1
RU106 ,VPBIG,MXP,SVO,1,8,1,240,0
RU106 ,VPBIG,MXP,SVO,11,18,7,2155,1
RU106 ,VPBIK,MXP,SVO,5,8,1,250,0
RU106 ,VPBIK,MXP,SVO,5,22,1,250,1
RU106 ,VPBIK,MXP,SVO,7,17,1,250,0
RU106 ,VPBIK,MXP,SVO,9,18,1,250,0
RU106 ,VPBIK,MXP,SVO,1,15,1,240,0
RU106 ,VPBIK,MXP,SVO,2,18,7,1925,1
RU106 ,VPBIK,MXP,SVO,7,8,7,2035,1
RU106 ,VPBIK,MXP,SVO,8,12,7,920,0
RU106 ,VPBIM,MXP,SVO,1,30,1,340,0
RU106 ,VPBIM,MXP,SVO,2,27,1,340,1
RU106 ,VPBIM,MXP,SVO,9,25,1,250,0
RU106 ,VPBIM,MXP,SVO,10,14,7,1825,1
RU106 ,VQBUU,MXP,SVO,4,17,1,340,0
RU106 ,VQBUU,MXP,SVO,7,10,1,250,0
RU106 ,VQBUU,MXP,SVO,10,1,7,1850,1
RU106 ,VQBWW,MXP,SVO,1,9,1,340,1
RU106 ,VQBWW,MXP,SVO,1,16,1,340,1
RU106 ,VQBWW,MXP,SVO,2,13,1,340,0
RU106 ,VQBWW,MXP,SVO,4,2,1,235,1
RU106 ,VQBWW,MXP,SVO,11,11,7,2155,1
RU106 ,VQBWW,MXP,SVO,2,3,7,2155,1
RU106 ,VQBHE,MXP,SVO,3,13,1,340,0
RU106 ,VQBHE,MXP,SVO,3,27,1,340,0
RU106 ,VQBHE,MXP,SVO,4,3,1,340,0
RU106 ,VQBHE,MXP,SVO,4,10,1,340,0
RU106 ,VQBHE,MXP,SVO,5,15,1,250,0
RU106 ,VQBHE,MXP,SVO,5,29,1,340,0
RU106 ,VQBHE,MXP,SVO,6,26,1,250,0
RU106 ,VQBHE,MXP,SVO,9,4,1,250,0
RU106 ,VQBHE,MXP,SVO,3,12,1,240,1
RU106 ,VQBIA,MXP,SVO,3,20,1,340,0
RU106 ,VQBIA,MXP,SVO,6,5,1,250,0
RU106 ,VQBIA,MXP,SVO,6,12,1,250,0
RU106 ,VQBIA,MXP,SVO,6,19,1,250,0
RU106 ,VQBIA,MXP,SVO,12,31,7,1910,0
RU106 ,VQBIA,MXP,SVO,4,23,1,235,0
RU106 ,VQBIA,MXP,SVO,7,1,7,2010,0
RU106 ,VPBBL,MXP,SVO,5,27,7,2010,0
RU106 ,VPBBL,MXP,SVO,7,15,7,2010,1
RU106 ,VPBBP,MXP,SVO,4,24,1,340,0
RU106 ,VPBBP,MXP,SVO,3,19,1,240,1
RU106 ,VPBBP,MXP,SVO,3,26,1,240,0
RU106 ,VPBBP,MXP,SVO,6,3,7,2135,0
RU106 ,VPBBP,MXP,SVO,12,2,7,2155,0
RU106 ,VPBBP,MXP,SVO,12,30,7,2155,0
RU106 ,VPBBY,MXP,SVO,10,15,7,1850,1
RU106 ,VPBBY,MXP,SVO,11,26,7,1910,1
RU106 ,VPBBY,MXP,SVO,6,17,7,2150,0
RU106 ,VPBBY,MXP,SVO,8,5,7,2010,1
RU106 ,VPBBY,MXP,SVO,9,2,7,2010,1
RU106 ,VPBBY,MXP,SVO,9,16,7,2010,1
RU106 ,VPBBY,MXP,SVO,1,27,7,2155,0
RU106 ,VQBFE,MXP,SVO,2,20,1,250,0
RU106 ,VQBFE,MXP,SVO,10,28,7,1825,1
RU106 ,VQBFE,MXP,SVO,2,17,7,2155,0
RU106 ,VQBFU,MXP,SVO,11,5,7,1910,1
RU106 ,VQBFU,MXP,SVO,2,25,1,250,0
RU106 ,VQBGZ,MXP,SVO,7,24,1,250,0
RU106 ,VQBGZ,MXP,SVO,11,12,7,1910,0
RU106 ,VQBGZ,MXP,SVO,2,4,7,1925,1
RU106 ,VQBGZ,MXP,SVO,4,16,1,235,1
RU106 ,VQBGZ,MXP,SVO,11,4,7,2155,0
RU106 ,VQBGZ,MXP,SVO,12,9,7,2155,1
RU106 ,VQBLQ,MXP,SVO,8,14,1,320,0
RU106 ,VQBLQ,MXP,SVO,7,22,7,2010,1
RU106 ,VQBLQ,MXP,SVO,1,20,7,2155,1
RU106 ,VQBLQ,MXP,SVO,3,3,7,2155,1
RU106 ,VQBLQ,MXP,SVO,3,17,7,2225,1
RU106 ,VQBLR,MXP,SVO,3,6,1,340,1
RU106 ,VQBLR,MXP,SVO,8,7,1,250,0
RU106 ,VQBLR,MXP,SVO,12,18,1,240,0
RU106 ,VQBLR,MXP,SVO,9,23,7,2010,1
RU106 ,VQBLR,MXP,SVO,9,30,7,2010,0
RU106 ,VQBLR,MXP,SVO,3,11,1,250,1
RU106 ,VQBRH,MXP,SVO,4,29,7,2010,1
RU106 ,VQBRH,MXP,SVO,5,6,7,2135,1
RU106 ,VQBRH,MXP,SVO,5,13,7,2135,0
RU106 ,VQBRH,MXP,SVO,7,29,7,2010,1
RU106 ,VQBRH,MXP,SVO,9,9,7,1940,0
RU106 ,VQBRH,MXP,SVO,10,21,7,1825,1
RU106 ,VQBRH,MXP,SVO,11,25,7,2155,1
RU106 ,VQBRH,MXP,SVO,1,6,7,2155,1
RU106 ,VQBRJ,MXP,SVO,7,3,1,250,1
RU106 ,VQBRJ,MXP,SVO,11,19,7,1910,1
RU106 ,VQBRJ,MXP,SVO,12,3,7,1910,1
RU106 ,VQBRJ,MXP,SVO,1,21,7,1910,1
RU106 ,VQBRJ,MXP,SVO,3,5,1,240,1
RU106 ,VQBRJ,MXP,SVO,6,10,7,2235,0
RU106 ,VQBRJ,MXP,SVO,6,24,7,1955,0
RU106 ,VQBRJ,MXP,SVO,12,16,7,2155,1
RU106 ,VQBRJ,MXP,SVO,1,13,7,2155,1
RU106 ,VQBRJ,MXP,SVO,3,24,7,2155,0
RU106 ,VQBVR,MXP,SVO,1,23,1,340,1
RU106 ,VQBVR,MXP,SVO,7,31,1,250,0
RU106 ,VQBVR,MXP,SVO,1,28,7,1910,1
RU106 ,VQBVR,MXP,SVO,5,20,7,2135,0
RU106R,VPBBP,EMA,SVO,9,10,7,2005,0
RU106R,VPBBP,MXP,EMA,9,10,7,1635,0
RU108 ,VPBIG,ORD,AMS,8,29,2,20,0
RU108 ,VPBIM,ORD,AMS,9,10,1,2235,0
RU108 ,VPBIM,ORD,LGG,10,22,1,2235,1
RU108 ,VQBWW,ORD,AMS,9,17,1,2235,0
RU108 ,VQBIA,ORD,AMS,2,4,1,2235,0
RU108 ,VPBBL,ORD,AMS,9,19,2,40,0
RU108 ,VPBBL,ORD,AMS,12,18,1,2235,0
RU108 ,VPBBL,ORD,AMS,1,1,1,2235,0
RU108 ,VPBBL,ORD,LGG,11,20,1,2235,0
RU108 ,VPBBL,ORD,LGG,1,15,1,2235,0
RU108 ,VPBBP,ORD,FRA,3,11,1,2235,0
RU108 ,VPBBP,ORD,LGG,3,5,1,2235,1
RU108 ,VPBBP,ORD,LGG,3,12,1,2235,0
RU108 ,VPBBP,ORD,LGG,5,14,1,2235,0
RU108 ,VPBBP,ORD,LGG,2,18,1,2235,0
RU108 ,VPBBY,ORD,AMS,12,17,1,2235,0
RU108 ,VPBBY,ORD,FRA,3,4,1,2235,0
RU108 ,VPBBY,ORD,FRA,3,25,1,2235,0
RU108 ,VPBBY,ORD,LGG,5,7,1,2235,0
RU108 ,VPBBY,ORD,LGG,6,19,2,1745,1
RU108 ,VPBBY,ORD,LGG,7,16,1,2235,1
RU108 ,VPBBY,ORD,SVO,7,30,1,2110,1
RU108 ,VPBBY,ORD,SVO,1,14,1,2200,1
RU108 ,VQBFE,DFW,AMS,9,25,2,110,0
RU108 ,VQBFE,ORD,AMS,8,22,2,20,1
RU108 ,VQBFE,ORD,AMS,11,5,1,2235,1
RU108 ,VQBFE,ORD,FRA,1,21,1,2235,0
RU108 ,VQBFE,ORD,LGG,6,4,1,2235,1
RU108 ,VQBFU,ORD,AMS,9,5,2,40,0
RU108 ,VQBFU,ORD,AMS,10,1,1,2235,1
RU108 ,VQBFU,ORD,LGG,1,29,1,2235,0
RU108 ,VQBFU,ORD,LGG,2,12,1,2235,0
RU108 ,VQBFU,ORD,LGG,4,16,1,2220,0
RU108 ,VQBFU,ORD,LGG,7,2,1,2235,0
RU108 ,VQBFU,ORD,SVO,11,26,1,2120,1
RU108 ,VQBGZ,ATL,LGG,4,24,2,120,0
RU108 ,VQBGZ,ORD,AMS,12,3,1,2235,0
RU108 ,VQBGZ,ORD,LGG,1,8,1,2235,1
RU108 ,VQBGZ,ORD,LGG,4,30,1,2220,1
RU108 ,VQBGZ,ORD,SVO,7,23,1,2110,1
RU108 ,VQBLQ,ORD,AMS,10,17,2,40,1
RU108 ,VQBLQ,ORD,AMS,8,6,1,2235,1
RU108 ,VQBLQ,ORD,AMS,9,3,1,2235,1
RU108 ,VQBLQ,ORD,AMS,10,30,2,210,0
RU108 ,VQBLQ,ORD,FRA,3,18,1,2235,0
RU108 ,VQBLQ,ORD,LGG,4,2,1,2220,1
RU108 ,VQBLR,ORD,AMS,10,24,2,40,0
RU108 ,VQBLR,ORD,AMS,8,27,1,2210,0
RU108 ,VQBLR,ORD,AMS,10,15,1,2235,0
RU108 ,VQBLR,ORD,AMS,12,31,1,2235,1
RU108 ,VQBLR,ORD,FRA,2,25,1,2235,0
RU108 ,VQBLR,ORD,LGG,11,27,1,2235,1
RU108 ,VQBLR,ORD,LGG,3,26,1,2235,1
RU108 ,VQBLR,ORD,LGG,5,28,1,2235,0
RU108 ,VQBLR,ORD,LGG,6,25,1,2235,0
RU108 ,VQBLR,ORD,SVO,1,8,2,325,0
RU108 ,VQBRH,ORD,AMS,9,26,2,40,1
RU108 ,VQBRH,ORD,AMS,10,3,2,40,0
RU108 ,VQBRH,ORD,AMS,8,13,1,2235,1
RU108 ,VQBRH,ORD,AMS,11,20,2,105,1
RU108 ,VQBRH,ORD,AMS,12,10,1,2235,0
RU108 ,VQBRH,ORD,LGG,12,4,1,2235,0
RU108 ,VQBRH,ORD,LGG,5,21,1,2235,0
RU108 ,VQBRJ,ORD,AMS,8,20,1,2210,1
RU108 ,VQBRJ,ORD,LGG,11,6,1,2235,0
RU108 ,VQBVR,ORD,FRA,1,28,1,2235,0
RU108 ,VQBVR,ORD,LGG,10,30,1,2235,0
RU108 ,VQBVR,ORD,LGG,12,11,1,2235,0
RU108 ,VQBVR,ORD,LGG,1,22,1,2235,0
RU108 ,VQBVR,ORD,LGG,7,9,1,2235,0
RU1082 ,VQBRH,LGG,MXP,5,22,2,830,0
RU113 ,VPBIG,DME,LGG,8,13,1,1945,0
RU113 ,VPBIG,DME,LGG,9,3,1,2015,0
RU113 ,VPBIG,LGG,ZAZ,8,14,2,115,0
RU113 ,VPBIG,LGG,ZAZ,9,4,2,145,0
RU113 ,VPBIG,SVO,ZAZ,9,11,1,1845,0
RU113 ,VPBIG,SVO,ZAZ,12,4,1,1900,0
RU113 ,VPBIG,SVO,ZAZ,2,12,1,1900,0
RU113 ,VPBIG,SVO,ZAZ,3,19,1,1900,0
RU113 ,VPBIG,SVO,ZAZ,4,16,1,1830,0
RU113 ,VPBIK,KJA,LGG,6,4,1,1055,1
RU113 ,VPBIK,KJA,LGG,6,18,1,1055,0
RU113 ,VPBIK,LGG,ZAZ,6,4,1,2010,1
RU113 ,VPBIK,LGG,ZAZ,6,18,1,2010,0
RU113 ,VPBIK,SVO,ZAZ,2,20,1,1910,0
RU113 ,VPBIK,SVO,ZAZ,3,6,1,1910,1
RU113 ,VPBIK,SVO,ZAZ,8,14,1,1845,1
RU113 ,VPBIM,FRA,ZAZ,6,19,1,2015,0
RU113 ,VPBIM,KJA,LGG,5,7,1,1055,0
RU113 ,VPBIM,KJA,LGG,7,2,1,1235,0
RU113 ,VPBIM,LGG,ZAZ,5,7,1,2010,0
RU113 ,VPBIM,LGG,ZAZ,7,2,1,2150,0
RU113 ,VPBIM,SVO,FRA,6,19,1,1420,0
RU113 ,VPBIM,SVO,ZAZ,5,8,1,1845,0
RU113 ,VPBIM,SVO,ZAZ,11,13,1,1900,1
RU113 ,VPBIM,SVO,ZAZ,2,19,1,1900,0
RU113 ,VPBIM,SVO,ZAZ,4,2,1,1830,1
RU113 ,VQBUU,LGG,ZAZ,10,8,1,2110,0
RU113 ,VQBUU,SVO,ZAZ,3,13,1,1910,0
RU113 ,VQBUU,SVO,ZAZ,3,20,1,1910,0
RU113 ,VQBUU,SVO,ZAZ,5,22,1,1845,0
RU113 ,VQBUU,SVO,ZAZ,6,12,1,1845,0
RU113 ,VQBUU,SVO,ZAZ,7,10,1,1845,0
RU113 ,VQBUU,SVO,ZAZ,11,20,1,1900,0
RU113 ,VQBUU,SVO,ZAZ,1,22,1,1900,0
RU113 ,VQBUU,SVO,ZAZ,4,30,1,1830,0
RU113 ,VQBWW,DME,LGG,11,5,1,1200,1
RU113 ,VQBWW,FRA,ZAZ,2,18,1,2030,0
RU113 ,VQBWW,KJA,LGG,6,25,1,1055,0
RU113 ,VQBWW,LGG,ZAZ,6,25,1,2010,0
RU113 ,VQBWW,LGG,ZAZ,8,21,2,145,0
RU113 ,VQBWW,LGG,ZAZ,11,5,1,2140,1
RU113 ,VQBWW,SVO,FRA,2,18,1,1455,0
RU113 ,VQBWW,SVO,LGG,8,20,1,2015,0
RU113 ,VQBWW,SVO,ZAZ,4,3,1,1845,0
RU113 ,VQBWW,SVO,ZAZ,2,5,1,1900,1
RU113 ,VQBHE,DME,LGG,10,1,1,1630,0
RU113 ,VQBHE,DME,LGG,11,26,1,1610,1
RU113 ,VQBHE,KJA,LGG,5,14,1,1055,0
RU113 ,VQBHE,KJA,LGG,5,21,1,1055,0
RU113 ,VQBHE,KJA,LGG,7,23,1,1235,0
RU113 ,VQBHE,LGG,ZAZ,5,14,1,2010,0
RU113 ,VQBHE,LGG,ZAZ,5,21,1,2010,0
RU113 ,VQBHE,LGG,ZAZ,7,23,1,2150,1
RU113 ,VQBHE,LGG,ZAZ,10,1,1,2200,0
RU113 ,VQBHE,LGG,ZAZ,11,27,2,150,1
RU113 ,VQBHE,SVO,ZAZ,1,2,1,1910,1
